wl,reference,5,10,15,30,50,70,p3ht
911.089,0.4725,,,,,,,
911.42,,0.9681,0.9907,0.926,0.64,0.4943,0.4562,
911.42484,,,,,,,,0.50061
912.007,0.4677,,,,,,,
912.27571,,,,,,,,0.49661
912.28,,0.9587,0.982,0.917,0.635,0.4906,0.4527,
912.924,0.463,,,,,,,
913.12658,,,,,,,,0.49265
913.13,,0.9494,0.9735,0.9082,0.63,0.487,0.4492,
913.842,0.4584,,,,,,,
913.97745,,,,,,,,0.48875
913.98,,0.9402,0.9651,0.8995,0.6251,0.4834,0.4458,
914.76,0.4539,,,,,,,
914.82833,,,,,,,,0.48491
914.83,,0.9312,0.9568,0.891,0.6203,0.4798,0.4425,
915.677,0.4495,,,,,,,
915.6792,,,,,,,,0.48112
915.68,,0.9223,0.9488,0.8826,0.6155,0.4763,0.4391,
916.53,,0.9136,0.9409,0.8743,0.6109,0.4728,0.4358,
916.53007,,,,,,,,0.4774
916.595,0.4453,,,,,,,
917.38,,0.905,0.9332,0.8662,0.6062,0.4694,0.4325,
917.38094,,,,,,,,0.47372
917.513,0.4411,,,,,,,
918.23,,0.8965,0.9256,0.8582,0.6017,0.4661,0.4292,
918.23181,,,,,,,,0.47011
918.43,0.437,,,,,,,
919.08,,0.8882,0.9181,0.8504,0.5972,0.4628,0.426,
919.08268,,,,,,,,0.4665399999999999
919.348,0.433,,,,,,,
919.93,,0.88,0.9108,0.8427,0.5928,0.4596,0.4228,
919.93356,,,,,,,,0.46303
920.266,0.429,,,,,,,
920.78,,0.872,0.9035,0.8351,0.5885,0.4564,0.4197,
920.78443,,,,,,,,0.45957
921.184,0.4251,,,,,,,
921.6353,,,,,,,,0.45615
921.64,,0.8641,0.8963,0.8276,0.5842,0.4533,0.4166,
922.101,0.4212,,,,,,,
922.48617,,,,,,,,0.4527899999999999
922.49,,0.8564,0.8892,0.8203,0.58,0.4503,0.4136,
923.019,0.4174,,,,,,,
923.33704,,,,,,,,0.44948
923.34,,0.8488,0.8823,0.8131,0.5759,0.4472,0.4106,
923.937,0.4137,,,,,,,
924.18791,,,,,,,,0.44621
924.19,,0.8413,0.8754,0.806,0.5718,0.4442,0.4077,
924.854,0.41,,,,,,,
925.03878,,,,,,,,0.443
925.04,,0.8339,0.8687,0.799,0.5678,0.4412,0.4048,
925.772,0.4064,,,,,,,
925.88966,,,,,,,,0.43983
925.89,,0.8267,0.8621,0.7922,0.5639,0.4383,0.402,
926.69,0.4029,,,,,,,
926.74,,0.8196,0.8556,0.7854,0.56,0.4354,0.3992,
926.74053,,,,,,,,0.4367
927.59,,0.8126,0.8493,0.7788,0.5562,0.4325,0.3964,
927.5914,,,,,,,,0.43362
927.608,0.3994,,,,,,,
928.44,,0.8057,0.8431,0.7723,0.5524,0.4296,0.3937,
928.44227,,,,,,,,0.43058
928.525,0.3961,,,,,,,
929.29,,0.7989,0.837,0.7659,0.5487,0.4267,0.3909,
929.29314,,,,,,,,0.4275899999999999
929.443,0.3928,,,,,,,
930.14,,0.7923,0.831,0.7596,0.5451,0.4239,0.3883,
930.14401,,,,,,,,0.4246399999999999
930.361,0.3896,,,,,,,
930.99,,0.7857,0.8251,0.7534,0.5414,0.4211,0.3856,
930.99489,,,,,,,,0.42173
931.278,0.3865,,,,,,,
931.84576,,,,,,,,0.41885
931.85,,0.7793,0.8192,0.7473,0.5378,0.4184,0.383,
932.196,0.3834,,,,,,,
932.69663,,,,,,,,0.41602
932.7,,0.7729,0.8134,0.7413,0.5343,0.4156,0.3804,
933.114,0.3804,,,,,,,
933.5475,,,,,,,,0.41322
933.55,,0.7666,0.8076,0.7353,0.5307,0.4129,0.3778,
934.032,0.3774,,,,,,,
934.39837,,,,,,,,0.41045
934.4,,0.7605,0.8019,0.7295,0.5271,0.4103,0.3752,
934.949,0.3745,,,,,,,
935.24924,,,,,,,,0.4077199999999999
935.25,,0.7544,0.7962,0.7237,0.5236,0.4077,0.3727,
935.867,0.3716,,,,,,,
936.1,,0.7484,0.7906,0.718,0.5201,0.4051,0.3702,
936.10012,,,,,,,,0.40501
936.785,0.3687,,,,,,,
936.95,,0.7425,0.7851,0.7124,0.5167,0.4026,0.3677,
936.95099,,,,,,,,0.40234
937.702,0.3658,,,,,,,
937.8,,0.7367,0.7797,0.7069,0.5133,0.4001,0.3653,
937.80186,,,,,,,,0.39971
938.62,0.363,,,,,,,
938.65,,0.731,0.7744,0.7015,0.5099,0.3976,0.3629,
938.65273,,,,,,,,0.39711
939.5,,0.7254,0.7692,0.6961,0.5066,0.3952,0.3607,
939.5036,,,,,,,,0.39455
939.538,0.3603,,,,,,,
940.35,,0.7199,0.7642,0.6909,0.5035,0.3929,0.3584,
940.35447,,,,,,,,0.39202
940.455,0.3576,,,,,,,
941.20535,,,,,,,,0.38953
941.21,,0.7144,0.7593,0.6857,0.5003,0.3906,0.3563,
941.373,0.355,,,,,,,
942.05622,,,,,,,,0.3870699999999999
942.06,,0.709,0.7546,0.6805,0.4973,0.3883,0.3542,
942.291,0.3525,,,,,,,
942.90709,,,,,,,,0.38464
942.91,,0.7037,0.7498,0.6755,0.4943,0.386,0.3521,
943.209,0.35,,,,,,,
943.75796,,,,,,,,0.38224
943.76,,0.6985,0.7452,0.6705,0.4913,0.3837,0.35,
944.126,0.3476,,,,,,,
944.60883,,,,,,,,0.37987
944.61,,0.6933,0.7405,0.6655,0.4884,0.3815,0.348,
945.044,0.3452,,,,,,,
945.4597,,,,,,,,0.3775199999999999
945.46,,0.6882,0.7359,0.6606,0.4856,0.3792,0.3459,
945.962,0.3429,,,,,,,
946.31,,0.6832,0.7313,0.6558,0.4827,0.377,0.3438,
946.31057,,,,,,,,0.3752
946.879,0.3406,,,,,,,
947.16,,0.6782,0.7268,0.651,0.4798,0.3748,0.3417,
947.16145,,,,,,,,0.3729099999999999
947.797,0.3383,,,,,,,
948.01,,0.6733,0.7223,0.6463,0.477,0.3726,0.3397,
948.01232,,,,,,,,0.37066
948.715,0.336,,,,,,,
948.86,,0.6685,0.7179,0.6417,0.4741,0.3704,0.3376,
948.86319,,,,,,,,0.3684199999999999
949.633,0.3336,,,,,,,
949.71,,0.6637,0.7135,0.6371,0.4713,0.3683,0.3355,
949.71406,,,,,,,,0.36622
950.55,0.3313,,,,,,,
950.56,,0.659,0.7091,0.6325,0.4685,0.3661,0.3334,
950.56493,,,,,,,,0.36404
951.4158,,,,,,,,0.36189
951.42,,0.6543,0.7049,0.628,0.4657,0.364,0.3313,
951.468,0.329,,,,,,,
952.26668,,,,,,,,0.35977
952.27,,0.6497,0.7006,0.6236,0.4629,0.3619,0.3293,
952.386,0.3267,,,,,,,
953.11755,,,,,,,,0.35766
953.12,,0.6452,0.6964,0.6192,0.4602,0.3597,0.3272,
953.303,0.3245,,,,,,,
953.96842,,,,,,,,0.35558
953.97,,0.6407,0.6923,0.6148,0.4575,0.3576,0.3252,
954.221,0.3223,,,,,,,
954.81929,,,,,,,,0.35353
954.82,,0.6362,0.6882,0.6105,0.4548,0.3556,0.3232,
955.139,0.3202,,,,,,,
955.67,,0.6318,0.6841,0.6062,0.4522,0.3535,0.3213,
955.67016,,,,,,,,0.3515
956.056,0.3182,,,,,,,
956.52,,0.6275,0.6801,0.602,0.4496,0.3515,0.3195,
956.52103,,,,,,,,0.34949
956.974,0.3163,,,,,,,
957.37,,0.6232,0.6761,0.5978,0.4471,0.3495,0.3176,
957.37191,,,,,,,,0.3475
957.892,0.3143,,,,,,,
958.22,,0.6189,0.6722,0.5937,0.4447,0.3475,0.3159,
958.22278,,,,,,,,0.34554
958.81,0.3124,,,,,,,
959.07,,0.6147,0.6684,0.5896,0.4423,0.3456,0.3142,
959.07365,,,,,,,,0.34359
959.727,0.3105,,,,,,,
959.92,,0.6106,0.6646,0.5855,0.4399,0.3437,0.3125,
959.92452,,,,,,,,0.34168
960.645,0.3086,,,,,,,
960.77539,,,,,,,,0.33978
960.78,,0.6064,0.6608,0.5815,0.4375,0.3418,0.3108,
961.563,0.3066,,,,,,,
961.62626,,,,,,,,0.3379
961.63,,0.6024,0.6571,0.5775,0.4351,0.34,0.3092,
962.47714,,,,,,,,0.33605
962.48,0.3047,0.5983,0.6534,0.5736,0.4328,0.3382,0.3075,
963.32801,,,,,,,,0.3342199999999999
963.33,,0.5943,0.6498,0.5697,0.4304,0.3364,0.3059,
963.398,0.3027,,,,,,,
964.17888,,,,,,,,0.33241
964.18,,0.5904,0.6462,0.5658,0.428,0.3346,0.3042,
964.316,0.3008,,,,,,,
965.02975,,,,,,,,0.33061
965.03,,0.5865,0.6426,0.5619,0.4256,0.3328,0.3026,
965.234,0.2988,,,,,,,
965.88,,0.5826,0.6391,0.5581,0.4233,0.3311,0.301,
965.88062,,,,,,,,0.32884
966.151,0.2969,,,,,,,
966.73,,0.5787,0.6356,0.5543,0.4209,0.3294,0.2994,
966.73149,,,,,,,,0.32708
967.069,0.295,,,,,,,
967.58,,0.5749,0.6322,0.5506,0.4186,0.3277,0.2978,
967.58236,,,,,,,,0.32534
967.987,0.2931,,,,,,,
968.43,,0.5712,0.6287,0.5469,0.4163,0.3259,0.2962,
968.43324,,,,,,,,0.3236199999999999
968.904,0.2913,,,,,,,
969.28,,0.5674,0.6253,0.5432,0.414,0.3242,0.2947,
969.28411,,,,,,,,0.32192
969.822,0.2895,,,,,,,
970.13,,0.5637,0.6219,0.5395,0.4118,0.3225,0.2932,
970.13498,,,,,,,,0.32023
970.74,0.2878,,,,,,,
970.98585,,,,,,,,0.3185699999999999
970.99,,0.5601,0.6185,0.5359,0.4096,0.3208,0.2916,
971.658,0.2862,,,,,,,
971.83672,,,,,,,,0.31692
971.84,,0.5564,0.6151,0.5322,0.4074,0.3191,0.2901,
972.575,0.2845,,,,,,,
972.68759,,,,,,,,0.31528
972.69,,0.5528,0.6117,0.5287,0.4051,0.3174,0.2885,
973.493,0.2829,,,,,,,
973.53847,,,,,,,,0.31366
973.54,,0.5492,0.6083,0.5251,0.4029,0.3156,0.287,
974.38934,,,,,,,,0.31206
974.39,,0.5457,0.6049,0.5215,0.4007,0.3139,0.2854,
974.411,0.2813,,,,,,,
975.24,,0.5422,0.6015,0.518,0.3984,0.3121,0.2837,
975.24021,,,,,,,,0.3104699999999999
975.328,0.2797,,,,,,,
976.09,,0.5387,0.5982,0.5145,0.3962,0.3104,0.2821,
976.09108,,,,,,,,0.3089
976.246,0.2781,,,,,,,
976.94,,0.5353,0.5948,0.5111,0.3939,0.3087,0.2804,
976.94195,,,,,,,,0.30734
977.164,0.2765,,,,,,,
977.79,,0.5318,0.5916,0.5077,0.3917,0.3069,0.2788,
977.79282,,,,,,,,0.3058
978.081,0.2748,,,,,,,
978.64,,0.5285,0.5883,0.5042,0.3895,0.3052,0.2772,
978.6437,,,,,,,,0.30427
978.999,0.2731,,,,,,,
979.49,,0.5251,0.585,0.5009,0.3873,0.3035,0.2756,
979.49457,,,,,,,,0.30276
979.917,0.2713,,,,,,,
980.34544,,,,,,,,0.30126
980.35,,0.5218,0.5818,0.4975,0.3852,0.3019,0.274,
980.835,0.2696,,,,,,,
981.19631,,,,,,,,0.29978
981.2,,0.5185,0.5786,0.4942,0.383,0.3002,0.2724,
981.752,0.2678,,,,,,,
982.04718,,,,,,,,0.2983099999999999
982.05,,0.5152,0.5754,0.4908,0.3809,0.2985,0.2709,
982.67,0.266,,,,,,,
982.89805,,,,,,,,0.29686
982.9,,0.5119,0.5722,0.4875,0.3787,0.2969,0.2694,
983.588,0.2643,,,,,,,
983.74893,,,,,,,,0.2954199999999999
983.75,,0.5087,0.5691,0.4843,0.3766,0.2953,0.268,
984.505,0.2626,,,,,,,
984.5998,,,,,,,,0.294
984.6,,0.5055,0.5659,0.481,0.3745,0.2937,0.2666,
985.423,0.261,,,,,,,
985.45,,0.5023,0.5629,0.4778,0.3724,0.2921,0.2652,
985.45067,,,,,,,,0.29259
986.3,,0.4991,0.5598,0.4746,0.3703,0.2906,0.2638,
986.30154,,,,,,,,0.29119
986.341,0.2594,,,,,,,
987.15,,0.496,0.5568,0.4714,0.3682,0.2891,0.2625,
987.15241,,,,,,,,0.2898
987.259,0.2579,,,,,,,
988.0,,0.4929,0.5539,0.4682,0.3662,0.2876,0.2613,
988.00328,,,,,,,,0.28843
988.176,0.2564,,,,,,,
988.85,,0.4898,0.551,0.465,0.3642,0.2862,0.26,
988.85416,,,,,,,,0.28707
989.094,0.255,,,,,,,
989.70503,,,,,,,,0.28572
989.71,,0.4868,0.5481,0.4619,0.3623,0.2848,0.2588,
990.012,0.2536,,,,,,,
990.5559,,,,,,,,0.28439
990.56,,0.4837,0.5452,0.4588,0.3603,0.2834,0.2576,
990.929,0.2522,,,,,,,
991.40677,,,,,,,,0.28307
991.41,,0.4807,0.5423,0.4557,0.3584,0.282,0.2564,
991.847,0.2508,,,,,,,
992.25764,,,,,,,,0.28175
992.26,,0.4777,0.5393,0.4526,0.3566,0.2805,0.2552,
992.765,0.2494,,,,,,,
993.10851,,,,,,,,0.28046
993.11,,0.4747,0.5363,0.4496,0.3546,0.2791,0.2539,
993.682,0.2481,,,,,,,
993.95938,,,,,,,,0.27917
993.96,,0.4718,0.5332,0.4465,0.3527,0.2776,0.2526,
994.6,0.2467,,,,,,,
994.81,,0.4689,0.5301,0.4435,0.3508,0.2761,0.2512,
994.81026,,,,,,,,0.2779
995.518,0.2452,,,,,,,
995.66,,0.466,0.5269,0.4405,0.3488,0.2745,0.2499,
995.66113,,,,,,,,0.27664
996.436,0.2437,,,,,,,
996.51,,0.4631,0.5237,0.4375,0.3468,0.2729,0.2485,
996.512,,,,,,,,0.2754
997.353,0.2422,,,,,,,
997.36,,0.4603,0.5206,0.4346,0.3448,0.2713,0.2471,
997.36287,,,,,,,,0.2741699999999999
998.21,,0.4574,0.5175,0.4316,0.3428,0.2698,0.2457,
998.21374,,,,,,,,0.27295
998.271,0.2407,,,,,,,
999.06,,0.4546,0.5145,0.4287,0.3409,0.2682,0.2443,
999.06461,,,,,,,,0.27174
999.189,0.2391,,,,,,,
999.91549,,,,,,,,0.27054
999.92,,0.4518,0.5115,0.4258,0.3389,0.2666,0.243,
1000.106,0.2375,,,,,,,
1000.76636,,,,,,,,0.26936
1000.77,,0.4491,0.5087,0.4229,0.337,0.2651,0.2417,
1001.024,0.236,,,,,,,
1001.61723,,,,,,,,0.26818
1001.62,,0.4463,0.5059,0.42,0.3351,0.2636,0.2405,
1001.942,0.2345,,,,,,,
1002.4681,,,,,,,,0.26702
1002.47,,0.4436,0.5032,0.4172,0.3333,0.2622,0.2393,
1002.86,0.233,,,,,,,
1003.31897,,,,,,,,0.26586
1003.32,,0.4409,0.5006,0.4143,0.3315,0.2608,0.2382,
1003.777,0.2315,,,,,,,
1004.16984,,,,,,,,0.2647199999999999
1004.17,,0.4382,0.498,0.4115,0.3297,0.2594,0.2371,
1004.695,0.2302,,,,,,,
1005.02,,0.4356,0.4953,0.4087,0.3279,0.2581,0.236,
1005.02072,,,,,,,,0.26359
1005.613,0.2289,,,,,,,
1005.87,,0.433,0.4927,0.4059,0.3262,0.2568,0.235,
1005.87159,,,,,,,,0.26247
1006.53,0.2276,,,,,,,
1006.72,,0.4304,0.4901,0.4032,0.3244,0.2556,0.2339,
1006.72246,,,,,,,,0.26136
1007.448,0.2264,,,,,,,
1007.57,,0.4278,0.4875,0.4004,0.3227,0.2544,0.2329,
1007.57333,,,,,,,,0.26027
1008.366,0.2252,,,,,,,
1008.42,,0.4252,0.4848,0.3977,0.3211,0.2532,0.2318,
1008.4242,,,,,,,,0.25918
1009.27507,,,,,,,,0.25811
1009.28,,0.4226,0.4821,0.395,0.3194,0.252,0.2307,
1009.284,0.224,,,,,,,
1010.12595,,,,,,,,0.25705
1010.13,,0.4201,0.4795,0.3923,0.3177,0.2508,0.2296,
1010.201,0.2228,,,,,,,
1010.97682,,,,,,,,0.256
1010.98,,0.4176,0.4768,0.3897,0.3161,0.2496,0.2285,
1011.119,0.2215,,,,,,,
1011.82769,,,,,,,,0.2549599999999999
1011.83,,0.4151,0.4742,0.387,0.3144,0.2483,0.2273,
1012.037,0.2202,,,,,,,
1012.67856,,,,,,,,0.25393
1012.68,,0.4126,0.4715,0.3844,0.3128,0.247,0.226,
1012.954,0.2189,,,,,,,
1013.52943,,,,,,,,0.2529099999999999
1013.53,,0.4102,0.4688,0.3818,0.3111,0.2457,0.2248,
1013.872,0.2175,,,,,,,
1014.38,,0.4078,0.4662,0.3792,0.3095,0.2444,0.2235,
1014.3803,,,,,,,,0.2519
1014.79,0.2162,,,,,,,
1015.23,,0.4053,0.4636,0.3766,0.3078,0.2431,0.2223,
1015.23117,,,,,,,,0.2509
1015.707,0.2148,,,,,,,
1016.08,,0.403,0.4609,0.374,0.3061,0.2418,0.221,
1016.08205,,,,,,,,0.24991
1016.625,0.2134,,,,,,,
1016.93,,0.4006,0.4583,0.3715,0.3045,0.2405,0.2198,
1016.93292,,,,,,,,0.24894
1017.543,0.2121,,,,,,,
1017.78,,0.3982,0.4556,0.3689,0.3028,0.2392,0.2187,
1017.78379,,,,,,,,0.2479699999999999
1018.461,0.2108,,,,,,,
1018.63,,0.3959,0.4529,0.3664,0.3011,0.238,0.2175,
1018.63466,,,,,,,,0.24702
1019.378,0.2095,,,,,,,
1019.48553,,,,,,,,0.2460699999999999
1019.49,,0.3936,0.4502,0.364,0.2995,0.2367,0.2164,
1020.296,0.2083,,,,,,,
1020.3364,,,,,,,,0.24514
1020.34,,0.3913,0.4475,0.3615,0.2978,0.2354,0.2154,
1021.18728,,,,,,,,0.24422
1021.19,,0.389,0.4448,0.359,0.2962,0.2342,0.2143,
1021.214,0.2071,,,,,,,
1022.03815,,,,,,,,0.2433
1022.04,,0.3868,0.4421,0.3566,0.2945,0.2329,0.2133,
1022.131,0.206,,,,,,,
1022.88902,,,,,,,,0.2424
1022.89,,0.3846,0.4394,0.3542,0.2929,0.2316,0.2123,
1023.049,0.2048,,,,,,,
1023.73989,,,,,,,,0.24151
1023.74,,0.3824,0.4367,0.3518,0.2913,0.2303,0.2113,
1023.967,0.2037,,,,,,,
1024.59,,0.3802,0.4341,0.3494,0.2898,0.2291,0.2103,
1024.59076,,,,,,,,0.24063
1024.885,0.2025,,,,,,,
1025.44,,0.378,0.4316,0.3471,0.2882,0.2279,0.2093,
1025.44163,,,,,,,,0.23975
1025.802,0.2013,,,,,,,
1026.29,,0.3759,0.4291,0.3447,0.2868,0.2267,0.2084,
1026.29251,,,,,,,,0.23889
1026.72,0.2002,,,,,,,
1027.14,,0.3738,0.4268,0.3424,0.2853,0.2256,0.2075,
1027.14338,,,,,,,,0.23804
1027.638,0.199,,,,,,,
1027.99,,0.3717,0.4245,0.3401,0.284,0.2246,0.2066,
1027.99425,,,,,,,,0.2372
1028.555,0.1977,,,,,,,
1028.84512,,,,,,,,0.2363699999999999
1028.85,,0.3696,0.4223,0.3378,0.2826,0.2237,0.2058,
1029.473,0.1965,,,,,,,
1029.69599,,,,,,,,0.23555
1029.7,,0.3675,0.4201,0.3355,0.2813,0.2228,0.205,
1030.391,0.1953,,,,,,,
1030.54686,,,,,,,,0.23474
1030.55,,0.3655,0.418,0.3333,0.28,0.2219,0.2043,
1031.308,0.1941,,,,,,,
1031.39774,,,,,,,,0.23394
1031.4,,0.3634,0.4158,0.3311,0.2788,0.221,0.2035,
1032.226,0.193,,,,,,,
1032.24861,,,,,,,,0.23315
1032.25,,0.3614,0.4136,0.3289,0.2775,0.2202,0.2028,
1033.09948,,,,,,,,0.23238
1033.1,,0.3594,0.4114,0.3267,0.2762,0.2193,0.202,
1033.144,0.1918,,,,,,,
1033.95,,0.3575,0.409,0.3245,0.2748,0.2184,0.2012,
1033.95035,,,,,,,,0.2316099999999999
1034.062,0.1907,,,,,,,
1034.8,,0.3555,0.4065,0.3224,0.2735,0.2174,0.2003,
1034.8012199999998,,,,,,,,0.23085
1034.979,0.1896,,,,,,,
1035.65,,0.3536,0.404,0.3202,0.2721,0.2164,0.1994,
1035.65209,,,,,,,,0.2301099999999999
1035.897,0.1885,,,,,,,
1036.5,,0.3517,0.4013,0.3181,0.2707,0.2154,0.1985,
1036.50296,,,,,,,,0.22937
1036.815,0.1874,,,,,,,
1037.35,,0.3498,0.3987,0.316,0.2693,0.2142,0.1975,
1037.35384,,,,,,,,0.22864
1037.732,0.1864,,,,,,,
1038.2,,0.3479,0.3959,0.3139,0.268,0.2131,0.1965,
1038.20471,,,,,,,,0.22793
1038.65,0.1853,,,,,,,
1039.05558,,,,,,,,0.2272199999999999
1039.06,,0.346,0.3933,0.3119,0.2666,0.2119,0.1955,
1039.568,0.1843,,,,,,,
1039.90645,,,,,,,,0.22653
1039.91,,0.3442,0.3906,0.3099,0.2652,0.2107,0.1945,
1040.486,0.1832,,,,,,,
1040.75732,,,,,,,,0.22584
1040.76,,0.3424,0.3881,0.3078,0.2639,0.2095,0.1935,
1041.403,0.1822,,,,,,,
1041.60819,,,,,,,,0.22516
1041.61,,0.3406,0.3857,0.3058,0.2626,0.2083,0.1925,
1042.321,0.1811,,,,,,,
1042.45907,,,,,,,,0.2245
1042.46,,0.3388,0.3834,0.3039,0.2614,0.2072,0.1916,
1043.239,0.1801,,,,,,,
1043.30994,,,,,,,,0.22384
1043.31,,0.337,0.3812,0.3019,0.2602,0.2061,0.1908,
1044.156,0.179,,,,,,,
1044.16,,0.3353,0.3793,0.3,0.2591,0.2052,0.19,
1044.16081,,,,,,,,0.22319
1045.01,,0.3336,0.3775,0.2981,0.258,0.2043,0.1893,
1045.01168,,,,,,,,0.22255
1045.074,0.178,,,,,,,
1045.86,,0.3319,0.3758,0.2962,0.2569,0.2036,0.1887,
1045.86255,,,,,,,,0.2219199999999999
1045.992,0.1771,,,,,,,
1046.71,,0.3302,0.3743,0.2943,0.2559,0.203,0.1881,
1046.7134199999998,,,,,,,,0.2213
1046.91,0.1761,,,,,,,
1047.56,,0.3285,0.3728,0.2924,0.255,0.2025,0.1876,
1047.5643,,,,,,,,0.2207
1047.827,0.1752,,,,,,,
1048.41517,,,,,,,,0.2201
1048.42,,0.3269,0.3715,0.2906,0.2541,0.2021,0.1872,
1048.745,0.1744,,,,,,,
1049.26604,,,,,,,,0.2195099999999999
1049.27,,0.3252,0.3701,0.2888,0.2531,0.2017,0.1869,
1049.663,0.1735,,,,,,,
1050.11691,,,,,,,,0.21893
1050.12,,0.3236,0.3687,0.287,0.2522,0.2013,0.1865,
1050.58,0.1727,,,,,,,
1050.9677800000002,,,,,,,,0.21836
1050.97,,0.322,0.3673,0.2852,0.2513,0.2009,0.1861,
1051.498,0.1718,,,,,,,
1051.81865,,,,,,,,0.2178
1051.82,,0.3204,0.3656,0.2835,0.2504,0.2003,0.1857,
1052.416,0.1709,,,,,,,
1052.66953,,,,,,,,0.21725
1052.67,,0.3189,0.3639,0.2818,0.2494,0.1998,0.1853,
1053.333,0.17,,,,,,,
1053.52,,0.3173,0.3619,0.28,0.2484,0.1991,0.1848,
1053.5204,,,,,,,,0.2167199999999999
1054.251,0.169,,,,,,,
1054.37,,0.3158,0.3598,0.2783,0.2473,0.1983,0.1841,
1054.37127,,,,,,,,0.21619
1055.169,0.168,,,,,,,
1055.22,,0.3143,0.3576,0.2767,0.2462,0.1973,0.1834,
1055.22214,,,,,,,,0.2156699999999999
1056.07,,0.3128,0.3553,0.275,0.2451,0.1964,0.1826,
1056.07301,,,,,,,,0.21516
1056.087,0.167,,,,,,,
1056.92,,0.3113,0.3529,0.2734,0.2439,0.1953,0.1818,
1056.92388,,,,,,,,0.21466
1057.004,0.1659,,,,,,,
1057.77,,0.3099,0.3506,0.2717,0.2428,0.1943,0.1809,
1057.77476,,,,,,,,0.2141699999999999
1057.922,0.1649,,,,,,,
1058.62563,,,,,,,,0.21368
1058.63,,0.3085,0.3482,0.2701,0.2416,0.1933,0.18,
1058.84,0.164,,,,,,,
1059.4765,,,,,,,,0.2132099999999999
1059.48,,0.3071,0.346,0.2686,0.2404,0.1923,0.1792,
1059.757,0.163,,,,,,,
1060.32737,,,,,,,,0.21274
1060.33,,0.3057,0.3439,0.267,0.2392,0.1913,0.1783,
1060.675,0.1621,,,,,,,
1061.17824,,,,,,,,0.21228
1061.18,,0.3043,0.3418,0.2655,0.238,0.1905,0.1776,
1061.593,0.1613,,,,,,,
1062.02911,,,,,,,,0.21183
1062.03,,0.303,0.3399,0.264,0.2368,0.1897,0.177,
1062.511,0.1605,,,,,,,
1062.8799800000002,,,,,,,,0.21139
1062.88,,0.3017,0.3381,0.2625,0.2357,0.1889,0.1764,
1063.428,0.1598,,,,,,,
1063.73,,0.3004,0.3363,0.261,0.2346,0.1882,0.1759,
1063.73086,,,,,,,,0.2109599999999999
1064.346,0.159,,,,,,,
1064.58,,0.2991,0.3346,0.2596,0.2335,0.1876,0.1755,
1064.58173,,,,,,,,0.21053
1065.264,0.1583,,,,,,,
1065.43,,0.2978,0.3329,0.2582,0.2324,0.187,0.1752,
1065.4326,,,,,,,,0.21011
1066.181,0.1577,,,,,,,
1066.28,,0.2966,0.3313,0.2568,0.2314,0.1864,0.1749,
1066.28347,,,,,,,,0.2097
1067.099,0.157,,,,,,,
1067.13,,0.2954,0.3296,0.2554,0.2304,0.1858,0.1746,
1067.13434,,,,,,,,0.2093
1067.98521,,,,,,,,0.2089099999999999
1067.99,,0.2941,0.3279,0.2541,0.2294,0.1851,0.1743,
1068.017,0.1563,,,,,,,
1068.83609,,,,,,,,0.20853
1068.84,,0.2929,0.3263,0.2527,0.2284,0.1844,0.174,
1068.934,0.1556,,,,,,,
1069.68696,,,,,,,,0.2081599999999999
1069.69,,0.2918,0.3246,0.2514,0.2274,0.1837,0.1736,
1069.852,0.1549,,,,,,,
1070.53783,,,,,,,,0.20779
1070.54,,0.2906,0.323,0.2501,0.2265,0.183,0.1732,
1070.77,0.1543,,,,,,,
1071.3887,,,,,,,,0.20744
1071.39,,0.2894,0.3214,0.2488,0.2256,0.1823,0.1728,
1071.688,0.1536,,,,,,,
1072.23957,,,,,,,,0.20709
1072.24,,0.2883,0.3198,0.2476,0.2246,0.1816,0.1723,
1072.605,0.153,,,,,,,
1073.09,,0.2872,0.3183,0.2463,0.2237,0.1809,0.1717,
1073.09044,,,,,,,,0.20675
1073.523,0.1523,,,,,,,
1073.94,,0.2861,0.3169,0.2451,0.2229,0.1802,0.1712,
1073.94132,,,,,,,,0.20643
1074.441,0.1517,,,,,,,
1074.79,,0.285,0.3155,0.2439,0.222,0.1796,0.1706,
1074.79219,,,,,,,,0.20611
1075.358,0.151,,,,,,,
1075.64,,0.2839,0.3141,0.2427,0.2212,0.179,0.17,
1075.64306,,,,,,,,0.2058
1076.276,0.1503,,,,,,,
1076.49,,0.2829,0.3128,0.2415,0.2205,0.1785,0.1694,
1076.49393,,,,,,,,0.20549
1077.194,0.1496,,,,,,,
1077.34,,0.2818,0.3114,0.2403,0.2197,0.1779,0.1687,
1077.3448,,,,,,,,0.2052
1078.112,0.1488,,,,,,,
1078.1956699999998,,,,,,,,0.20492
1078.2,,0.2808,0.31,0.2392,0.219,0.1774,0.168,
1079.029,0.148,,,,,,,
1079.04655,,,,,,,,0.20464
1079.05,,0.2798,0.3087,0.2381,0.2183,0.1769,0.1674,
1079.89742,,,,,,,,0.20437
1079.9,,0.2788,0.3073,0.237,0.2176,0.1763,0.1667,
1079.947,0.1471,,,,,,,
1080.74829,,,,,,,,0.2041099999999999
1080.75,,0.2778,0.3059,0.2359,0.217,0.1758,0.166,
1080.865,0.1462,,,,,,,
1081.59916,,,,,,,,0.2038599999999999
1081.6,,0.2768,0.3046,0.2348,0.2165,0.1753,0.1654,
1081.782,0.1453,,,,,,,
1082.45,,0.2759,0.3034,0.2337,0.216,0.1749,0.1648,
