wavenumber,e,d,f,g,h,i,j,l,m,n,a,c,b,o
2003.98,-0.02821,0.3292,0.06921,0.2736,0.2017,0.0873,0.01105,-0.01259,-0.008852,-0.003787,0.4207,0.2667,0.4191,-0.0201
2004.945,-0.02815,0.3277,0.0684,0.2743,0.2007,0.08623,0.009972,-0.01343,-0.008939,-0.004704,0.4194,0.266,0.4188,-0.02126
2005.909,-0.0281,0.3267,0.06718,0.2753,0.2006,0.08522,0.009191,-0.01409,-0.00894,-0.005521,0.4181,0.2649,0.4184,-0.02226
2006.873,-0.02804,0.3265,0.06584,0.2764,0.2014,0.08448,0.008894,-0.01434,-0.008891,-0.006084,0.4173,0.2639,0.4182,-0.02276
2007.837,-0.02799,0.3271,0.06469,0.2771,0.2027,0.08413,0.009125,-0.01406,-0.008805,-0.006266,0.4175,0.2634,0.4184,-0.0226
2008.802,-0.02793,0.3283,0.06402,0.2774,0.204,0.08424,0.009767,-0.01335,-0.008648,-0.005993,0.4187,0.2634,0.4194,-0.0219
2009.766,-0.02788,0.3295,0.06397,0.2773,0.2048,0.08481,0.0106,-0.01244,-0.00837,-0.005289,0.4204,0.264,0.4212,-0.02096
2010.73,-0.02782,0.3304,0.0645,0.2771,0.2051,0.08575,0.0114,-0.01158,-0.007983,-0.00431,0.4219,0.2648,0.4235,-0.02015
2011.694,-0.02776,0.3306,0.06539,0.2769,0.2049,0.08686,0.01199,-0.01095,-0.007605,-0.003323,0.4225,0.2653,0.4257,-0.01969
2012.658,-0.02771,0.3304,0.06628,0.277,0.2047,0.08786,0.01229,-0.01058,-0.007427,-0.002629,0.4221,0.2655,0.427,-0.01962
2013.623,-0.02765,0.33,0.06683,0.2774,0.2045,0.08845,0.01229,-0.01046,-0.007598,-0.002442,0.421,0.2653,0.4273,-0.01984
2014.587,-0.0276,0.3298,0.06683,0.278,0.2043,0.0885,0.01204,-0.01055,-0.00811,-0.002793,0.4198,0.265,0.4264,-0.02022
2015.551,-0.02754,0.33,0.06627,0.2786,0.2038,0.08808,0.01159,-0.01086,-0.008769,-0.003527,0.4193,0.2649,0.4249,-0.02071
2016.515,-0.02749,0.3304,0.06545,0.279,0.203,0.08752,0.011,-0.01139,-0.009287,-0.004385,0.4196,0.265,0.4233,-0.02131
2017.48,-0.02743,0.3307,0.06477,0.279,0.202,0.08723,0.01036,-0.01208,-0.00945,-0.005125,0.4207,0.265,0.4223,-0.02199
2018.444,-0.02738,0.331,0.06463,0.2786,0.2011,0.08749,0.009796,-0.01275,-0.009249,-0.005598,0.422,0.265,0.4222,-0.02268
2019.408,-0.02732,0.3311,0.06519,0.278,0.2006,0.08829,0.009455,-0.01319,-0.008867,-0.005745,0.423,0.2648,0.4232,-0.0232
2020.372,-0.02727,0.3313,0.06632,0.2774,0.2009,0.08933,0.009453,-0.01324,-0.008538,-0.005555,0.4236,0.2648,0.4252,-0.02339
2021.337,-0.02721,0.3317,0.06766,0.2771,0.2019,0.09017,0.009814,-0.0129,-0.0084,-0.005061,0.4238,0.2651,0.4278,-0.0232
2022.301,-0.02716,0.3321,0.06875,0.2769,0.2035,0.09044,0.01043,-0.01238,-0.00844,-0.004384,0.4236,0.266,0.4303,-0.02274
2023.265,-0.0271,0.3326,0.06922,0.277,0.2052,0.09001,0.01112,-0.01194,-0.008555,-0.003756,0.4236,0.2674,0.4322,-0.02224
2024.229,-0.02705,0.3331,0.06895,0.2773,0.2067,0.08902,0.01166,-0.01182,-0.008665,-0.003462,0.424,0.2689,0.4328,-0.02193
2025.194,-0.02699,0.3336,0.06811,0.2777,0.2075,0.08782,0.012,-0.01206,-0.00877,-0.003689,0.4248,0.2701,0.4323,-0.02193
2026.158,-0.02693,0.3342,0.0671,0.2785,0.2075,0.0868,0.01221,-0.01248,-0.008921,-0.004391,0.4262,0.2705,0.4309,-0.02218
2027.122,-0.02688,0.335,0.06639,0.2795,0.2071,0.08626,0.01246,-0.0128,-0.009149,-0.005292,0.4277,0.2702,0.4293,-0.02247
2028.086,-0.02682,0.336,0.06625,0.2805,0.2067,0.08633,0.01287,-0.01279,-0.009407,-0.006032,0.4292,0.2693,0.4283,-0.02261
2029.05,-0.02677,0.3372,0.06669,0.2813,0.2066,0.08694,0.01333,-0.0124,-0.0096,-0.006375,0.43,0.2682,0.4281,-0.02251
2030.015,-0.02671,0.3387,0.06748,0.2816,0.2068,0.08789,0.01362,-0.01178,-0.009642,-0.006304,0.4302,0.2673,0.4285,-0.02227
2030.979,-0.02666,0.3403,0.0683,0.2814,0.2073,0.08897,0.0135,-0.0112,-0.009507,-0.005951,0.4301,0.2668,0.4293,-0.02204
2031.943,-0.0266,0.342,0.06891,0.281,0.2077,0.08999,0.01299,-0.01085,-0.009204,-0.005432,0.4301,0.2672,0.4303,-0.02195
2032.907,-0.02655,0.3436,0.06926,0.2809,0.208,0.09089,0.01243,-0.01078,-0.008736,-0.004738,0.4307,0.2684,0.4315,-0.02193
2033.872,-0.02649,0.3449,0.06947,0.2815,0.2084,0.09167,0.01227,-0.0109,-0.008082,-0.003795,0.432,0.2701,0.4332,-0.02183
2034.836,-0.02644,0.3455,0.06964,0.2829,0.2092,0.09233,0.0128,-0.01108,-0.007249,-0.002617,0.4337,0.272,0.4355,-0.02146
2035.8,-0.02638,0.3457,0.06976,0.2848,0.2106,0.09284,0.01389,-0.01127,-0.006342,-0.001416,0.4351,0.2734,0.4378,-0.0208
2036.764,-0.02633,0.3456,0.06975,0.2868,0.2123,0.0931,0.01505,-0.0115,-0.005573,-5.269E-4,0.4359,0.2741,0.4393,-0.02
2037.729,-0.02627,0.3456,0.06954,0.2884,0.2138,0.09311,0.01574,-0.01183,-0.005186,-2.096E-4,0.4358,0.274,0.4395,-0.01931
2038.693,-0.02621,0.3457,0.06916,0.2894,0.2146,0.09294,0.01574,-0.01219,-0.005319,-4.793E-4,0.4353,0.2734,0.4383,-0.0189
2039.657,-0.02616,0.346,0.06878,0.2899,0.2145,0.09285,0.01527,-0.01243,-0.005915,-0.001085,0.4348,0.2726,0.4364,-0.01877
2040.621,-0.0261,0.3463,0.06863,0.2901,0.2138,0.09307,0.01482,-0.01237,-0.006727,-0.001645,0.4348,0.2722,0.4348,-0.01875
2041.585,-0.02605,0.3463,0.06885,0.2902,0.213,0.09372,0.01485,-0.01195,-0.007432,-0.001839,0.4354,0.2725,0.4345,-0.01861
2042.55,-0.02599,0.3461,0.06941,0.2902,0.2124,0.0947,0.0155,-0.01129,-0.007785,-0.001543,0.4364,0.2733,0.4357,-0.01823
2043.514,-0.02594,0.346,0.07011,0.2903,0.2124,0.09573,0.0165,-0.01064,-0.007723,-8.325E-4,0.4373,0.2746,0.438,-0.01762
2044.478,-0.02588,0.3466,0.07075,0.2907,0.213,0.09651,0.01745,-0.01025,-0.007358,1.166E-4,0.4379,0.276,0.4405,-0.01692
2045.442,-0.02583,0.3478,0.07117,0.2915,0.2143,0.09686,0.01801,-0.01015,-0.00688,0.00114,0.4384,0.2771,0.4424,-0.01624
2046.407,-0.02577,0.3497,0.07139,0.2927,0.2159,0.09681,0.01815,-0.01021,-0.006449,0.002134,0.439,0.2778,0.4434,-0.01562
2047.371,-0.02571,0.3516,0.0715,0.2942,0.2177,0.09658,0.01806,-0.01016,-0.00613,0.003042,0.4399,0.2782,0.4436,-0.01507
2048.335,-0.02566,0.3531,0.07161,0.2958,0.2193,0.09642,0.01802,-0.009819,-0.005903,0.003826,0.4411,0.2782,0.4435,-0.01459
2049.299,-0.0256,0.3538,0.07178,0.2974,0.2205,0.09653,0.01817,-0.009206,-0.005717,0.004458,0.4422,0.2782,0.4437,-0.01423
2050.264,-0.02555,0.3539,0.07197,0.2985,0.2212,0.09693,0.01849,-0.008522,-0.005544,0.00492,0.4431,0.2784,0.4443,-0.01403
2051.228,-0.02549,0.3537,0.07214,0.299,0.2214,0.09756,0.01889,-0.008026,-0.005402,0.00521,0.4435,0.2787,0.4453,-0.01402
2052.192,-0.02544,0.3536,0.07223,0.2989,0.2214,0.09825,0.01926,-0.007886,-0.005334,0.005333,0.4437,0.2792,0.4464,-0.01412
2053.156,-0.02538,0.3535,0.07225,0.2982,0.2213,0.09883,0.01957,-0.008122,-0.005376,0.005292,0.4439,0.2798,0.4474,-0.01422
2054.121,-0.02533,0.3536,0.07225,0.2972,0.2214,0.09917,0.01985,-0.008616,-0.005533,0.005102,0.4442,0.2801,0.4482,-0.01422
2055.085,-0.02527,0.3536,0.0723,0.2962,0.2216,0.09919,0.02012,-0.009181,-0.005774,0.0048,0.4446,0.28,0.4486,-0.01404
2056.049,-0.02521,0.3534,0.07248,0.2956,0.2218,0.09897,0.0204,-0.009644,-0.006038,0.004452,0.445,0.2795,0.4488,-0.01373
2057.013,-0.02516,0.3531,0.0728,0.2955,0.222,0.09865,0.02063,-0.009917,-0.006264,0.004138,0.4453,0.2789,0.4489,-0.01339
2057.977,-0.0251,0.353,0.07323,0.2962,0.2222,0.09838,0.02076,-0.01002,-0.006412,0.003907,0.4457,0.2785,0.4492,-0.01315
2058.942,-0.02505,0.3531,0.07364,0.2973,0.2223,0.09823,0.02076,-0.01005,-0.006482,0.003759,0.4461,0.2785,0.4494,-0.0131
2059.906,-0.02499,0.3536,0.07392,0.2984,0.2223,0.09816,0.0206,-0.01011,-0.006498,0.003653,0.4466,0.2791,0.4496,-0.01327
2060.87,-0.02494,0.3544,0.07397,0.2989,0.2223,0.09802,0.02031,-0.01024,-0.006488,0.003544,0.4472,0.2801,0.4498,-0.0136
2061.834,-0.02488,0.3554,0.07381,0.2988,0.2222,0.09774,0.01995,-0.01041,-0.006449,0.00343,0.4476,0.2811,0.4498,-0.014
2062.799,-0.02483,0.3565,0.07357,0.298,0.2221,0.09736,0.01963,-0.01055,-0.006341,0.003362,0.4479,0.2819,0.4499,-0.01432
2063.763,-0.02477,0.3575,0.07345,0.2971,0.222,0.09705,0.01943,-0.01055,-0.006108,0.003416,0.4481,0.2823,0.4504,-0.01446
2064.727,-0.02465,0.3584,0.0736,0.2966,0.2222,0.09701,0.01942,-0.01039,-0.005722,0.003632,0.4484,0.2824,0.4512,-0.01438
2065.691,-0.02437,0.3591,0.07402,0.2968,0.2225,0.09732,0.01961,-0.0101,-0.005236,0.003975,0.4491,0.2823,0.4524,-0.01411
2066.656,-0.02412,0.3594,0.07459,0.2977,0.223,0.09788,0.01991,-0.009779,-0.004776,0.004339,0.45,0.2822,0.4536,-0.01378
2067.62,-0.02393,0.3596,0.07509,0.299,0.2235,0.09847,0.02025,-0.009522,-0.004496,0.004599,0.4508,0.282,0.4546,-0.01352
2068.584,-0.02385,0.3595,0.07532,0.3001,0.224,0.0989,0.02055,-0.009396,-0.004493,0.004686,0.4513,0.2818,0.4551,-0.01343
2069.548,-0.02389,0.3593,0.07524,0.3009,0.2243,0.09907,0.02077,-0.009417,-0.004747,0.004626,0.4514,0.2815,0.4553,-0.01351
2070.512,-0.02401,0.3592,0.07494,0.3013,0.2246,0.09905,0.02096,-0.009553,-0.005127,0.004528,0.4512,0.2813,0.4553,-0.01367
2071.477,-0.02412,0.3594,0.07459,0.3014,0.2248,0.09898,0.02114,-0.009751,-0.005452,0.004526,0.4512,0.2813,0.4553,-0.01379
2072.441,-0.02418,0.36,0.07439,0.3015,0.2251,0.09898,0.02135,-0.009945,-0.005578,0.004702,0.4516,0.2816,0.4556,-0.01379
2073.405,-0.02415,0.3608,0.07444,0.3018,0.2256,0.09911,0.02158,-0.01008,-0.005465,0.005046,0.4525,0.2822,0.456,-0.01361
2074.369,-0.02403,0.3618,0.07476,0.3025,0.2262,0.09934,0.02181,-0.0101,-0.005178,0.005467,0.4538,0.283,0.4566,-0.0133
2075.334,-0.02384,0.3628,0.07528,0.3034,0.2269,0.09963,0.02204,-0.009981,-0.004834,0.00585,0.4552,0.2838,0.4571,-0.01291
2076.298,-0.0236,0.3634,0.07588,0.3043,0.2274,0.09993,0.02224,-0.00973,-0.004538,0.006119,0.4564,0.2845,0.4575,-0.01251
2077.262,-0.02334,0.3636,0.0764,0.3051,0.2278,0.1002,0.02239,-0.009389,-0.004347,0.006265,0.4573,0.285,0.4577,-0.01215
2078.226,-0.02309,0.3635,0.07673,0.3056,0.228,0.1005,0.02246,-0.009044,-0.004275,0.006334,0.458,0.2853,0.4578,-0.01186
2079.191,-0.02286,0.3632,0.07678,0.3059,0.2281,0.1007,0.02247,-0.008798,-0.004315,0.00638,0.4584,0.2855,0.458,-0.01165
2080.155,-0.0227,0.3629,0.07656,0.3059,0.2283,0.1009,0.02242,-0.008733,-0.00446,0.006422,0.4586,0.2857,0.4584,-0.01157
2081.119,-0.0226,0.363,0.07617,0.3058,0.2286,0.101,0.02236,-0.008876,-0.004694,0.006439,0.4587,0.2857,0.459,-0.01162
2082.083,-0.02256,0.3634,0.07574,0.3056,0.2291,0.1011,0.02234,-0.009182,-0.004982,0.00639,0.4585,0.2856,0.4599,-0.01182
2083.048,-0.02257,0.3642,0.07537,0.3055,0.2295,0.1011,0.02236,-0.009546,-0.005267,0.006251,0.4583,0.2855,0.4609,-0.01213
2084.012,-0.02262,0.365,0.07515,0.3055,0.2297,0.1011,0.02238,-0.009846,-0.005484,0.006037,0.458,0.2853,0.4619,-0.01249
2084.976,-0.02271,0.3658,0.07508,0.3057,0.2298,0.101,0.02235,-0.009991,-0.005586,0.005797,0.4579,0.2852,0.4628,-0.01282
2085.94,-0.02279,0.3664,0.07514,0.3059,0.2296,0.1009,0.02225,-0.009955,-0.005565,0.0056,0.4579,0.2853,0.4634,-0.01304
2086.904,-0.02285,0.3667,0.07529,0.306,0.2294,0.1009,0.0221,-0.009777,-0.005445,0.005504,0.4584,0.2855,0.4638,-0.0131
2087.869,-0.02285,0.3668,0.07552,0.3062,0.2292,0.101,0.02196,-0.00954,-0.005267,0.005537,0.4594,0.2858,0.4639,-0.01301
2088.833,-0.0228,0.3667,0.07578,0.3062,0.2294,0.1012,0.02187,-0.009333,-0.005071,0.00568,0.4606,0.2862,0.4637,-0.01282
2089.797,-0.02274,0.3666,0.07605,0.3063,0.2297,0.1015,0.02185,-0.009216,-0.004898,0.005878,0.462,0.2865,0.4635,-0.01264
2090.761,-0.02274,0.3664,0.07626,0.3064,0.2302,0.1018,0.02185,-0.009214,-0.004783,0.006052,0.4632,0.2867,0.4631,-0.01253
2091.726,-0.0228,0.3663,0.07635,0.3065,0.2306,0.1018,0.0218,-0.009311,-0.00476,0.006138,0.4639,0.2867,0.4628,-0.01255
2092.69,-0.02283,0.3664,0.07627,0.3065,0.2309,0.1016,0.02166,-0.009471,-0.004847,0.006109,0.464,0.2865,0.4626,-0.01267
2093.654,-0.02286,0.3667,0.07604,0.3066,0.2311,0.1013,0.02148,-0.009647,-0.005031,0.005985,0.4636,0.2863,0.4626,-0.01285
2094.618,-0.02289,0.3674,0.07572,0.3067,0.2313,0.1008,0.02133,-0.009803,-0.00526,0.005818,0.4631,0.286,0.4628,-0.01301
2095.583,-0.02292,0.3683,0.07542,0.3069,0.2314,0.1006,0.02129,-0.009914,-0.005456,0.005653,0.4628,0.286,0.4635,-0.01312
2096.547,-0.02295,0.3694,0.07524,0.3072,0.2316,0.1005,0.0214,-0.009975,-0.005552,0.005508,0.4629,0.2862,0.4646,-0.01316
2097.511,-0.02298,0.3703,0.07523,0.3076,0.2318,0.1007,0.02163,-0.009992,-0.005522,0.005378,0.4634,0.2867,0.4659,-0.01313
2098.475,-0.02301,0.371,0.07541,0.308,0.232,0.1011,0.0219,-0.009974,-0.005397,0.005265,0.4641,0.2872,0.4673,-0.01305
2099.439,-0.02304,0.3713,0.07573,0.3085,0.2321,0.1015,0.02211,-0.009927,-0.005242,0.005205,0.4648,0.2877,0.4685,-0.01293
2100.404,-0.02307,0.3712,0.07612,0.309,0.232,0.1019,0.02222,-0.009859,-0.005125,0.005253,0.4655,0.2881,0.4693,-0.0128
2101.368,-0.0231,0.371,0.07647,0.3095,0.232,0.1022,0.02226,-0.009785,-0.005091,0.005444,0.466,0.2882,0.4697,-0.01268
2102.332,-0.02313,0.3708,0.0767,0.3099,0.232,0.1022,0.02228,-0.009733,-0.005142,0.005751,0.4664,0.2883,0.4699,-0.01261
2103.296,-0.02316,0.3708,0.07675,0.3101,0.2323,0.1021,0.02235,-0.009728,-0.005248,0.006083,0.4668,0.2882,0.4698,-0.01262
2104.261,-0.02318,0.3711,0.07664,0.3103,0.2327,0.102,0.02248,-0.009774,-0.005357,0.006335,0.4669,0.2882,0.4695,-0.0127
2105.225,-0.02321,0.3717,0.07645,0.3106,0.2332,0.102,0.02264,-0.00984,-0.005415,0.006452,0.467,0.2883,0.4692,-0.01279
2106.189,-0.02324,0.3725,0.0763,0.311,0.2338,0.1022,0.02278,-0.009863,-0.005379,0.006465,0.467,0.2885,0.4689,-0.01281
2107.153,-0.02327,0.3733,0.07628,0.3115,0.2341,0.1025,0.02286,-0.009779,-0.005237,0.006468,0.4671,0.2888,0.4689,-0.01271
2108.118,-0.0233,0.3739,0.07644,0.3123,0.2344,0.103,0.0229,-0.009567,-0.005005,0.006549,0.4675,0.2891,0.4693,-0.01249
2109.082,-0.02333,0.3742,0.07674,0.3131,0.2345,0.1033,0.02294,-0.009276,-0.004732,0.006726,0.4681,0.2895,0.4703,-0.0122
2110.046,-0.02336,0.3742,0.07709,0.3138,0.2345,0.1035,0.02301,-0.00901,-0.004479,0.006933,0.4689,0.2899,0.4715,-0.01195
2111.01,-0.02339,0.374,0.07737,0.3142,0.2345,0.1034,0.02312,-0.008879,-0.004297,0.007063,0.4698,0.2902,0.4726,-0.01185
2111.975,-0.02342,0.3739,0.0775,0.3142,0.2345,0.1032,0.02323,-0.008937,-0.004212,0.00704,0.4706,0.2905,0.4735,-0.01197
2112.939,-0.02345,0.3739,0.07746,0.3141,0.2346,0.1029,0.02326,-0.009153,-0.004214,0.006869,0.4712,0.2908,0.4739,-0.01228
2113.903,-0.02348,0.3742,0.07726,0.3139,0.2346,0.1027,0.02318,-0.009421,-0.004273,0.00663,0.4716,0.291,0.474,-0.01269
2114.867,-0.02351,0.3745,0.077,0.3139,0.2346,0.1026,0.02302,-0.009626,-0.004354,0.006428,0.4717,0.2911,0.4741,-0.01307
2115.831,-0.02354,0.3749,0.07674,0.3141,0.2346,0.1026,0.02283,-0.009705,-0.004437,0.00633,0.4716,0.2912,0.4744,-0.01331
2116.796,-0.02357,0.3752,0.07655,0.3144,0.2345,0.1025,0.02266,-0.009678,-0.004521,0.006331,0.4712,0.2912,0.4749,-0.0134
2117.76,-0.0236,0.3754,0.07644,0.3147,0.2345,0.1024,0.02252,-0.009627,-0.004614,0.006367,0.4708,0.2913,0.4756,-0.01339
2118.724,-0.02363,0.3754,0.0764,0.3146,0.2345,0.1023,0.02238,-0.009642,-0.004724,0.006354,0.4703,0.2914,0.4763,-0.0134
2119.688,-0.02366,0.3754,0.07637,0.3142,0.2345,0.1022,0.02218,-0.009761,-0.004853,0.006231,0.4699,0.2916,0.4768,-0.01351
2120.653,-0.02369,0.3755,0.07632,0.3136,0.2346,0.1023,0.02191,-0.00996,-0.005001,0.005979,0.4697,0.2919,0.4771,-0.01377
2121.617,-0.02372,0.3755,0.07621,0.313,0.2347,0.1025,0.02157,-0.01018,-0.005173,0.005611,0.4698,0.2921,0.4772,-0.01413
2122.581,-0.02375,0.3756,0.07602,0.3128,0.2347,0.1027,0.0212,-0.01037,-0.005379,0.005147,0.4701,0.2921,0.477,-0.01457
2123.545,-0.02378,0.3756,0.07577,0.3129,0.2347,0.1028,0.02081,-0.01054,-0.005625,0.004607,0.4707,0.2919,0.4766,-0.01504
2124.51,-0.0238,0.3755,0.07548,0.3133,0.2344,0.1028,0.02043,-0.01072,-0.0059,0.004018,0.4712,0.2915,0.4759,-0.01553
2125.474,-0.02383,0.3754,0.07519,0.3137,0.2341,0.1026,0.02005,-0.01095,-0.00617,0.003432,0.4717,0.291,0.4749,-0.01602
2126.438,-0.02386,0.3753,0.07492,0.3138,0.2338,0.1023,0.0197,-0.01125,-0.006392,0.002919,0.4721,0.2905,0.474,-0.0165
2127.402,-0.02389,0.3751,0.07472,0.3138,0.2337,0.1021,0.01941,-0.0116,-0.006531,0.002551,0.4723,0.2902,0.4733,-0.01692
2128.366,-0.02392,0.3749,0.0746,0.3135,0.2338,0.1018,0.0192,-0.01194,-0.006569,0.002358,0.4726,0.29,0.473,-0.01723
2129.331,-0.02395,0.3747,0.07457,0.3133,0.2343,0.1016,0.01909,-0.01224,-0.006507,0.002306,0.473,0.2901,0.4731,-0.01739
2130.295,-0.02398,0.3743,0.07468,0.3133,0.2348,0.1015,0.01905,-0.01242,-0.006351,0.002314,0.4737,0.2902,0.4736,-0.01741
2131.259,-0.02401,0.3739,0.07492,0.3134,0.2353,0.1014,0.01901,-0.01247,-0.006107,0.002292,0.4748,0.2905,0.4741,-0.01731
2132.223,-0.02404,0.3738,0.07528,0.3136,0.2355,0.1013,0.01892,-0.01235,-0.00579,0.002194,0.476,0.2908,0.4746,-0.01713
2133.188,-0.02407,0.374,0.07566,0.3136,0.2356,0.1014,0.01873,-0.0121,-0.005453,0.002032,0.477,0.2912,0.475,-0.01694
2134.152,-0.0241,0.3746,0.07589,0.3135,0.2356,0.1015,0.01845,-0.0118,-0.005197,0.001862,0.4776,0.2915,0.4753,-0.01683
2135.116,-0.02413,0.3755,0.07582,0.3132,0.2357,0.1017,0.01809,-0.01161,-0.00515,0.001735,0.4776,0.2917,0.4755,-0.01687
2136.08,-0.02416,0.3766,0.07537,0.3129,0.2359,0.1018,0.0177,-0.01164,-0.005399,0.001656,0.477,0.2918,0.4755,-0.01713
2137.045,-0.02419,0.3776,0.07466,0.3127,0.236,0.1017,0.01734,-0.01193,-0.005922,0.001591,0.4759,0.2917,0.4752,-0.01756
2138.009,-0.02422,0.3782,0.07398,0.3127,0.2361,0.1014,0.01707,-0.01236,-0.006573,0.001492,0.4748,0.2915,0.4747,-0.01806
2138.973,-0.02425,0.3783,0.07365,0.3129,0.236,0.1011,0.01696,-0.01272,-0.007147,0.001335,0.4743,0.2914,0.4743,-0.01845
2139.937,-0.02428,0.3781,0.07386,0.3132,0.236,0.1008,0.01702,-0.01279,-0.007479,0.00113,0.4744,0.2914,0.4743,-0.01863
2140.902,-0.02431,0.3775,0.07456,0.3135,0.2362,0.1007,0.01723,-0.0125,-0.007531,9.105E-4,0.4752,0.2916,0.4748,-0.01865
2141.866,-0.02434,0.377,0.07547,0.3138,0.2367,0.1007,0.01749,-0.01195,-0.00741,7.149E-4,0.4762,0.2918,0.4758,-0.01867
2142.83,-0.02436,0.3767,0.07616,0.3139,0.2374,0.1008,0.01771,-0.01136,-0.007291,5.751E-4,0.477,0.2922,0.4772,-0.01891
2143.794,-0.02439,0.3768,0.07634,0.3139,0.2381,0.1009,0.01784,-0.01097,-0.007314,5.149E-4,0.4771,0.2927,0.4784,-0.01949
2144.758,-0.02442,0.3774,0.07595,0.3138,0.2384,0.101,0.01787,-0.01088,-0.007492,5.431E-4,0.4766,0.2932,0.4794,-0.02033
2145.723,-0.02445,0.3784,0.07518,0.314,0.2383,0.1012,0.01785,-0.01098,-0.007704,6.403E-4,0.4759,0.2938,0.4801,-0.02117
2146.687,-0.02448,0.3798,0.07439,0.3145,0.238,0.1016,0.01781,-0.01107,-0.007777,7.492E-4,0.4755,0.2942,0.4807,-0.02173
2147.651,-0.02451,0.3813,0.07392,0.3155,0.2379,0.1023,0.01775,-0.01092,-0.007591,7.878E-4,0.4758,0.2944,0.4815,-0.02189
2148.615,-0.02454,0.3828,0.07391,0.3168,0.2382,0.103,0.01761,-0.01044,-0.007162,6.844E-4,0.477,0.2943,0.4825,-0.02171
2149.58,-0.02457,0.3838,0.07428,0.3179,0.2389,0.1034,0.01734,-0.009762,-0.006639,4.14E-4,0.4785,0.2941,0.4834,-0.02145
2150.544,-0.0246,0.3843,0.07481,0.3185,0.2397,0.1034,0.0169,-0.009153,-0.006235,4.894E-6,0.4798,0.2938,0.4838,-0.02135
2151.508,-0.02463,0.3842,0.07521,0.3179,0.2403,0.1029,0.0163,-0.00894,-0.006137,-4.891E-4,0.4805,0.2937,0.4835,-0.02156
2152.472,-0.02466,0.3835,0.07531,0.3163,0.2404,0.1018,0.01559,-0.009347,-0.006422,-0.001025,0.4806,0.2938,0.4826,-0.02208
2153.437,-0.02469,0.3826,0.07505,0.3138,0.2398,0.1005,0.01484,-0.01038,-0.00703,-0.001583,0.4801,0.294,0.4813,-0.0228
2154.401,-0.02475,0.3821,0.07455,0.3112,0.2387,0.09925,0.01415,-0.01179,-0.007763,-0.002131,0.4796,0.2938,0.4803,-0.02364
2155.365,-0.02501,0.3825,0.07399,0.3094,0.2374,0.09825,0.01367,-0.0131,-0.008325,-0.002586,0.4796,0.293,0.4799,-0.02445
2156.329,-0.02557,0.3839,0.0736,0.3096,0.2364,0.09775,0.01359,-0.01377,-0.008395,-0.00279,0.4806,0.2919,0.4806,-0.02502
2157.294,-0.02596,0.3861,0.0736,0.3124,0.2364,0.09793,0.0141,-0.01339,-0.007769,-0.00258,0.4827,0.2909,0.4826,-0.02502
2158.258,-0.02557,0.3884,0.07411,0.3175,0.2378,0.09882,0.01523,-0.01197,-0.006532,-0.001901,0.4858,0.291,0.4861,-0.02412
2159.222,-0.02392,0.3904,0.07514,0.3234,0.2405,0.1003,0.01676,-0.009999,-0.005114,-9.014E-4,0.4895,0.2928,0.4908,-0.02226
2160.186,-0.02111,0.3921,0.07652,0.3283,0.2442,0.1022,0.01827,-0.008202,-0.004088,1.468E-4,0.4932,0.296,0.4962,-0.01982
2161.15,-0.01782,0.394,0.07799,0.3309,0.2477,0.1042,0.01939,-0.007078,-0.003796,0.001035,0.4963,0.2994,0.5016,-0.01743
2162.115,-0.01497,0.3968,0.07934,0.3316,0.2504,0.106,0.02008,-0.006662,-0.00415,0.001733,0.4988,0.302,0.5063,-0.0156
2163.079,-0.01319,0.4008,0.08045,0.3315,0.252,0.1078,0.02053,-0.006667,-0.00474,0.002332,0.5009,0.3036,0.5101,-0.01455
2164.043,-0.01254,0.4056,0.08136,0.3321,0.2527,0.1094,0.02103,-0.006769,-0.005108,0.002921,0.5031,0.3044,0.5131,-0.01417
2165.007,-0.0126,0.4105,0.08213,0.3339,0.2529,0.1108,0.02169,-0.006799,-0.004993,0.003513,0.5057,0.3054,0.5158,-0.01427
2165.972,-0.01274,0.4146,0.08286,0.3371,0.2532,0.1119,0.02243,-0.006771,-0.004433,0.004073,0.5088,0.3073,0.5186,-0.01467
2166.936,-0.01246,0.417,0.08354,0.3409,0.2539,0.1127,0.02296,-0.006787,-0.003725,0.00458,0.5123,0.3098,0.5217,-0.01527
2167.9,-0.01171,0.4175,0.08408,0.3444,0.2549,0.1128,0.02305,-0.006908,-0.003246,0.005055,0.5157,0.3123,0.5251,-0.016
2168.864,-0.01083,0.4165,0.08431,0.3467,0.2561,0.1122,0.02261,-0.0071,-0.003243,0.005526,0.5184,0.3138,0.5283,-0.01673
2169.829,-0.01034,0.4147,0.08416,0.3475,0.2571,0.1112,0.02183,-0.007253,-0.003711,0.005958,0.5197,0.3138,0.531,-0.01734
2170.793,-0.01064,0.4124,0.0837,0.347,0.2577,0.11,0.02101,-0.007262,-0.004417,0.006214,0.5193,0.3123,0.5326,-0.01767
2171.757,-0.01177,0.4102,0.08313,0.3457,0.2578,0.109,0.02044,-0.007103,-0.005037,0.006108,0.517,0.3099,0.533,-0.0177
2172.721,-0.01338,0.4084,0.08266,0.3442,0.2574,0.1087,0.0202,-0.006856,-0.00533,0.005519,0.5136,0.3077,0.5318,-0.01751
2173.685,-0.0149,0.407,0.0824,0.343,0.2568,0.1091,0.02019,-0.006682,-0.005256,0.004506,0.5099,0.3061,0.5292,-0.01726
