,,,ip,oop,complete
22.885965,22.885965,10.028113,75.720214,51.430022,43.14359
22.938517,22.938517,10.051141,75.675344,48.877144,43.213708
22.991068,22.991068,10.074167,76.2276320000001,49.763698,43.616776
23.043619,23.043619,10.097194,74.011808,51.108572,43.733588
23.09617,23.09617,10.12022,75.2765399999999,47.494536,43.580258
23.148722,23.148722,10.143247,75.982034,49.590988,43.637292
23.201273,23.201273,10.166274,74.92096,50.966896,43.47812
23.253822,23.253822,10.189301,73.088266,49.795922,43.051744
23.306374,23.306374,10.212327,74.031286,49.578506,43.537038
23.358925,23.358925,10.235353,75.414548,50.908638,43.874
23.411476,23.411476,10.25838,75.98192,49.367218,43.416288
23.464027,23.464027,10.281407,75.0962120000001,48.125944,43.376926
23.516579,23.516579,10.304434,73.773696,47.394636,43.355746
23.56913,23.56913,10.32746,74.170814,49.157808,43.24004
23.621679,23.621679,10.350487,74.844766,49.648322,43.847706
23.674231,23.674231,10.373514,74.366966,50.952346,44.173514
23.726782,23.726782,10.396541,73.905358,50.57828,44.279866
23.779333,23.779333,10.419567,73.617224,47.924188,44.107886
23.831884,23.831884,10.442594,72.39227,49.28227,44.05622
23.884436,23.884436,10.46562,71.74035,49.909016,44.088518
23.936987,23.936987,10.488647,71.869196,52.01017,44.466298
23.989536,23.989536,10.511674,73.557668,49.42552,44.080872
24.042088,24.042088,10.5347,73.8742860000001,48.559596,43.96352
24.094639,24.094639,10.557727,75.070462,48.762314,43.996014
24.14719,24.14719,10.580753,74.520226,49.869474,44.069762
24.199741,24.199741,10.603781,73.098346,51.048952,44.002318
24.252293,24.252293,10.626807,71.546154,49.872094,43.52707
24.304844,24.304844,10.649834,72.105876,48.789894,43.331994
24.357395,24.357395,10.67286,72.900112,49.688234,43.48532
24.409945,24.409945,10.695887,73.474974,50.568582,43.990634
24.462496,24.462496,10.718914,72.097114,48.14144,43.69827
24.515047,24.515047,10.74194,70.22646,49.983978,43.972946
24.567598,24.567598,10.764967,69.4795860000001,50.087752,44.117506
24.62015,24.62015,10.787993,71.170844,51.3501,43.882962
24.672701,24.672701,10.811021,70.903392,49.466106,43.372166
24.725252,24.725252,10.834047,70.046352,48.206718,43.386188
24.777802,24.777802,10.857074,70.078584,48.813288,43.63246
24.830353,24.830353,10.8801,71.407024,49.256218,43.988822
24.882904,24.882904,10.903127,73.036516,49.629564,44.01877
24.935455,24.935455,10.926154,72.321824,48.767532,43.410384
24.988007,24.988007,10.949181,71.684122,49.074452,43.632334
25.040558,25.040558,10.972207,71.54496,49.188326,43.818546
25.093109,25.093109,10.995234,70.69109,49.028208,44.044768
25.14566,25.14566,11.01826,69.304222,48.22836,43.679886
25.19821,25.19821,11.041287,68.360828,50.228472,43.668428
25.250761,25.250761,11.064314,67.921472,50.277836,43.527338
25.303312,25.303312,11.08734,69.397698,48.938852,43.522442
25.355864,25.355864,11.110367,70.26555,49.652306,43.769544
25.408415,25.408415,11.133393,69.008958,49.159842,43.742768
25.460966,25.460966,11.156421,69.06195,48.541978,43.689356
25.513517,25.513517,11.179447,70.341306,49.11022,43.77919
25.566067,25.566067,11.202474,69.874436,50.11269,43.745298
25.618618,25.618618,11.2255,70.003892,48.173506,43.656156
25.671169,25.671169,11.248528,70.391236,47.11629,43.395576
25.723721,25.723721,11.271554,68.855296,48.67522,43.647454
25.776272,25.776272,11.29458,66.644544,48.265144,43.728266
25.828823,25.828823,11.317607,66.398144,47.122414,43.291268
25.881374,25.881374,11.340633,67.307208,48.173114,43.855278
25.933924,25.933924,11.363661,68.796768,48.735922,43.845096
25.986475,25.986475,11.386687,68.665652,48.31723,43.693862
26.039026,26.039026,11.409714,70.13982,48.626944,43.961146
26.091578,26.091578,11.43274,68.854528,48.532084,44.110188
26.144129,26.144129,11.455767,68.801296,49.45606,43.875566
26.19668,26.19668,11.478794,69.192242,48.876346,43.936042
26.249231,26.249231,11.501821,67.7179700000001,47.990418,43.535268
26.301783,26.301783,11.524847,66.66184,49.596528,44.174702
26.354332,26.354332,11.547873,65.336736,49.891882,44.60637
26.406883,26.406883,11.5709,64.91585,50.2898,45.025852
26.459435,26.459435,11.593927,67.106946,48.20033,44.590802
26.511986,26.511986,11.616954,68.31218,49.378298,45.078512
26.564537,26.564537,11.63998,67.89861,48.3315,44.84067
26.617088,26.617088,11.663007,68.660488,48.119304,44.85305
26.66964,26.66964,11.686034,68.609992,47.72631,44.68258
26.722189,26.722189,11.709061,70.112426,48.294786,44.654752
26.77474,26.77474,11.732087,68.58281,49.62292,45.005814
26.827291,26.827291,11.755114,67.86228,49.891408,44.957508
26.879843,26.879843,11.77814,68.273224,49.228398,45.087916
26.932394,26.932394,11.801167,66.490918,48.452206,45.194046
26.984945,26.984945,11.824194,64.614446,50.277404,44.818234
27.037497,27.037497,11.84722,65.031752,50.238226,45.348596
27.090048,27.090048,11.870247,65.5677080000001,50.496734,45.678196
27.142597,27.142597,11.893273,67.034566,50.961218,46.057354
27.195148,27.195148,11.916301,65.61695,51.03399,46.090666
27.2477,27.2477,11.939327,66.65772,52.23737,45.795308
27.300251,27.300251,11.962354,69.749598,52.180066,46.150562
27.352802,27.352802,11.98538,70.360278,49.533702,46.143482
27.405354,27.405354,12.008408,67.986378,49.788162,46.153946
27.457905,27.457905,12.031434,66.539516,51.160502,46.221018
27.510454,27.510454,12.054461,66.979174,51.540754,45.69544
27.563005,27.563005,12.077487,67.652776,51.11298,45.853804
27.615557,27.615557,12.100513,69.26645,51.439642,46.109588
27.668108,27.668108,12.123541,69.091252,54.031394,46.780896
27.720659,27.720659,12.146567,67.202644,60.814586,48.896474
27.773211,27.773211,12.169594,66.69973,52.69138,47.573692
27.825762,27.825762,12.19262,66.52504,49.716102,46.8388
27.878313,27.878313,12.215647,66.828694,51.099876,47.379428
27.930862,27.930862,12.238674,66.866666,49.349908,47.52943
27.983414,27.983414,12.261701,66.679512,50.079488,48.009144
28.035965,28.035965,12.284727,66.413232,48.925502,48.212798
28.088516,28.088516,12.307754,66.333186,47.290526,48.918832
28.141068,28.141068,12.33078,65.78322,47.65007,50.004456
28.193619,28.193619,12.353807,66.708918,49.248622,50.866542
28.24617,28.24617,12.376834,66.637444,52.59608,50.476476
28.298719,28.298719,12.39986,66.199698,51.29937,50.1393
28.351271,28.351271,12.422887,66.587312,52.283642,49.598886
28.403822,28.403822,12.445914,65.243752,52.28066,48.933296
28.456373,28.456373,12.468941,63.731536,51.094608,48.907562
28.508924,28.508924,12.491967,64.647416,51.732338,48.56943
28.561476,28.561476,12.514994,65.855872,51.784696,48.440222
28.614027,28.614027,12.53802,65.950408,52.614764,48.422578
28.666576,28.666576,12.561048,66.678176,52.387024,48.275106
28.719128,28.719128,12.584074,66.988086,52.680868,48.347868
28.771679,28.771679,12.6071,67.859686,53.534934,48.468032
28.82423,28.82423,12.630127,67.830736,51.897538,48.57308
28.876781,28.876781,12.653153,66.825604,51.79675,48.33627
28.929333,28.929333,12.676181,67.982056,52.251834,49.063466
28.981884,28.981884,12.699207,68.789968,53.034972,49.14483
29.034435,29.034435,12.722234,69.752684,53.012004,48.96524
29.086985,29.086985,12.74526,70.26584,52.208222,48.257998
29.139536,29.139536,12.768287,70.543668,52.888156,49.310738
29.192087,29.192087,12.791314,67.616446,53.654918,49.591676
29.244638,29.244638,12.814341,66.951528,54.609368,49.022406
29.29719,29.29719,12.837367,65.918196,53.976038,49.41079
29.349741,29.349741,12.860394,64.880518,53.893168,49.62963
29.402292,29.402292,12.883421,65.14859,54.666022,49.179954
29.454842,29.454842,12.906447,66.304252,55.022264,49.48489
29.507393,29.507393,12.929474,67.853692,52.617214,49.318256
29.559944,29.559944,12.9525,68.67651,53.367036,50.473196
29.612495,29.612495,12.975527,69.278428,53.80949,50.295708
29.665047,29.665047,12.998554,69.479098,52.732862,49.78773
29.717598,29.717598,13.021581,70.796004,52.699364,49.73658
29.770149,29.770149,13.044607,69.928334,53.802924,49.609946
29.822701,29.822701,13.067634,68.963132,54.914926,49.469786
29.87525,29.87525,13.09066,68.93717,54.886808,49.781328
29.927801,29.927801,13.113688,69.017188,53.923492,49.920622
29.980352,29.980352,13.136714,69.744016,53.240352,50.256664
30.032904,30.032904,13.15974,70.499998,55.137778,50.839292
30.085455,30.085455,13.182767,70.540008,56.14504,50.648728
30.138006,30.138006,13.205793,70.961302,55.224332,50.812644
30.190557,30.190557,13.228821,70.091494,57.667354,51.327206
30.243107,30.243107,13.251847,69.880026,55.047962,51.446296
30.295658,30.295658,13.274874,70.354346,53.90685,51.377802
30.348209,30.348209,13.2979,70.514724,55.930608,51.244646
30.400761,30.400761,13.320928,70.116774,54.66851,51.408172
30.453312,30.453312,13.343954,70.479734,53.61314,51.32639
30.505863,30.505863,13.366981,71.576882,54.340372,50.828006
30.558414,30.558414,13.390007,72.175008,54.710686,50.821178
30.610964,30.610964,13.413033,71.445518,53.570694,50.598098
30.663515,30.663515,13.436061,71.431074,53.121736,49.991612
30.716066,30.716066,13.459087,71.793322,53.801646,50.487776
30.768618,30.768618,13.482114,71.99904,54.073268,50.221986
30.821169,30.821169,13.50514,71.651002,53.85233,50.042998
30.87372,30.87372,13.528167,72.851772,52.937918,50.442738
30.926271,30.926271,13.551194,74.06784,53.127282,50.212418
30.978823,30.978823,13.574221,74.130772,52.17984,49.566936
31.031372,31.031372,13.597247,73.911416,52.538032,49.872018
31.083923,31.083923,13.620274,75.685754,52.540568,50.014128
31.136475,31.136475,13.6433,76.510048,51.151978,50.43725
31.189026,31.189026,13.666327,76.469602,51.624208,50.686502
31.241577,31.241577,13.689354,76.982636,52.897286,50.559302
31.294128,31.294128,13.71238,76.560986,53.01981,50.426946
31.34668,31.34668,13.735407,76.48558,52.803296,50.265798
31.399229,31.399229,13.758434,76.894664,52.201218,50.58173
31.45178,31.45178,13.781461,77.87351,52.151624,50.429774
31.504332,31.504332,13.804487,79.463366,50.675674,50.330204
31.556883,31.556883,13.827514,79.586356,51.917054,51.194492
31.609434,31.609434,13.85054,79.618342,51.576816,50.11036
31.661985,31.661985,13.873568,78.301172,52.035636,50.334018
31.714537,31.714537,13.896594,79.717888,51.765066,50.736146
31.767088,31.767088,13.919621,81.140934,51.22427,50.46452
31.819637,31.819637,13.942647,82.072504,51.808316,50.940674
31.872189,31.872189,13.965673,80.818022,52.582634,51.145718
31.92474,31.92474,13.988701,81.017568,53.81443,51.693984
31.977291,31.977291,14.011727,81.416868,54.733478,54.409326
32.029842,32.029842,14.034754,82.588374,53.172924,52.316274
32.082394,32.082394,14.05778,82.22225,54.11081,51.866482
32.134945,32.134945,14.080807,82.374842,52.12251,51.316314
32.187496,32.187496,14.103834,83.527496,51.69453,51.41631
32.240047,32.240047,14.126861,84.43236,52.538086,51.712668
32.292599,32.292599,14.149887,85.63044,53.212946,52.125844
32.34515,32.34515,14.172914,85.238086,53.133926,51.915272
32.397697,32.397697,14.195941,83.49889,52.325906,51.694246
32.450249,32.450249,14.218967,84.268728,53.04924,51.925088
32.5028,32.5028,14.241994,85.790838,53.790906,51.737108
32.555351,32.555351,14.26502,87.080042,53.379592,51.68642
32.607903,32.607903,14.288047,87.545756,52.517908,52.231504
32.660454,32.660454,14.311074,86.930704,53.56317,52.417876
32.713005,32.713005,14.334101,85.52178,51.453824,52.399752
32.765556,32.765556,14.357127,84.472058,53.649806,52.568552
32.818108,32.818108,14.380154,84.01317,52.590716,51.95511
32.870659,32.870659,14.40318,85.258984,51.463336,52.363756
32.92321,32.92321,14.426208,84.644746,53.149474,52.260338
32.975761,32.975761,14.449234,84.309056,52.517166,52.145922
33.028313,33.028313,14.47226,84.822128,51.8709,52.562176
33.080864,33.080864,14.495287,85.17378,52.461922,52.839788
33.133415,33.133415,14.518313,84.597032,54.38771,52.990212
33.185963,33.185963,14.541341,84.43978,52.748986,53.039024
33.238514,33.238514,14.564367,83.602526,52.963006,53.07136
33.291065,33.291065,14.587394,84.290494,51.16385,52.523832
33.343616,33.343616,14.61042,84.150882,52.79532,53.274134
33.396168,33.396168,14.633448,83.423444,52.211632,52.699414
33.448719,33.448719,14.656474,82.197632,54.210708,53.030184
33.50127,33.50127,14.679501,82.262724,53.260932,53.075252
33.553822,33.553822,14.702527,82.956312,53.357654,52.770352
33.606373,33.606373,14.725554,82.778436,53.882942,52.73486
33.658924,33.658924,14.748581,80.772666,53.276592,52.881808
33.711475,33.711475,14.771607,79.874278,53.445584,52.908158
33.764027,33.764027,14.794634,79.922798,53.353448,53.059302
33.816578,33.816578,14.81766,80.111302,51.805002,53.12495
33.869129,33.869129,14.840687,79.06815,53.73807,53.437812
33.92168,33.92168,14.863714,79.235104,53.454428,53.092202
33.974228,33.974228,14.886741,78.28992,52.540872,53.200558
34.026779,34.026779,14.909767,77.915226,52.040686,53.66646
34.07933,34.07933,14.932794,77.528488,52.760554,53.765446
34.131882,34.131882,14.955821,76.88083,53.823732,53.464246
34.184433,34.184433,14.978848,75.646598,54.61938,53.591924
34.236984,34.236984,15.001874,76.11785,53.959848,53.595374
34.289536,34.289536,15.0249,76.329764,53.41253,54.178908
34.342087,34.342087,15.047927,75.77991,53.949968,53.390124
34.394638,34.394638,15.070954,75.60396,52.358568,53.171072
34.447189,34.447189,15.093981,76.747036,53.596756,53.595176
34.499741,34.499741,15.117007,77.10184,56.324422,53.645088
34.552292,34.552292,15.140034,75.83139,53.878242,54.14079
34.604843,34.604843,15.16306,75.182324,53.883112,54.030054
34.657394,34.657394,15.186088,75.141092,53.678852,54.355852
34.709942,34.709942,15.209114,74.983278,54.087788,54.06436
34.762493,34.762493,15.232141,75.25141,54.72032,53.893768
34.815044,34.815044,15.255167,74.46688,53.745552,53.813132
34.867596,34.867596,15.278193,74.203038,55.367308,54.374594
34.920147,34.920147,15.301221,74.42254,55.195252,54.198812
34.972698,34.972698,15.324247,74.38851,55.255078,54.464796
35.025249,35.025249,15.347274,73.561148,55.048628,54.183214
35.077801,35.077801,15.3703,72.478694,53.476104,54.42487
35.130352,35.130352,15.393328,71.837288,53.957026,54.49034
35.182903,35.182903,15.416354,70.456912,55.13845,54.084198
35.235455,35.235455,15.439381,70.28772,56.579544,54.260998
35.288006,35.288006,15.462407,70.955762,55.279624,54.165258
35.340557,35.340557,15.485434,70.580278,56.417278,54.181594
35.393108,35.393108,15.508461,70.713306,55.155016,53.928926
35.44566,35.44566,15.531487,71.046318,55.47312,54.26921
35.498207,35.498207,15.554514,70.677996,56.292538,54.329098
35.550758,35.550758,15.57754,69.780018,56.244446,54.751158
35.60331,35.60331,15.600567,68.6811,56.01001,55.04134
35.655861,35.655861,15.623594,68.84872,57.236364,54.98956
35.708412,35.708412,15.646621,69.529048,56.15731,54.934194
35.760963,35.760963,15.669647,69.517774,57.652668,55.12604
35.813515,35.813515,15.692674,69.064754,56.736526,54.915986
35.866066,35.866066,15.7157,69.20699,56.38964,54.930128
35.918617,35.918617,15.738728,68.42194,55.645476,54.554784
35.971169,35.971169,15.761754,68.16063,55.587256,54.322372
36.02372,36.02372,15.784781,67.628386,55.607662,54.730502
36.076271,36.076271,15.807807,66.884056,56.14929,54.893362
36.128822,36.128822,15.830834,66.875004,56.77523,54.87938
36.181374,36.181374,15.853861,66.922234,57.702412,55.093096
36.233925,36.233925,15.876887,66.73681,58.767836,55.034778
36.286472,36.286472,15.899914,66.31035,57.596826,54.787632
36.339024,36.339024,15.92294,66.744564,56.137454,54.820136
36.391575,36.391575,15.945968,66.379916,56.645538,55.12757
36.444126,36.444126,15.968994,66.92114,56.810662,54.783748
36.496677,36.496677,15.992021,66.82813,56.61224,55.034644
36.549229,36.549229,16.015047,65.89251,56.708732,54.900042
36.60178,36.60178,16.038074,65.354852,58.24409,55.400142
36.654331,36.654331,16.0611,64.936674,57.67274,54.874342
36.706882,36.706882,16.084127,63.384496,57.457206,55.157756
36.759434,36.759434,16.107155,64.069608,56.834324,54.685544
36.811985,36.811985,16.13018,64.511538,58.851058,55.161194
36.864536,36.864536,16.153208,64.455584,59.031932,55.450424
36.917088,36.917088,16.176233,64.318198,59.687426,55.294404
36.969639,36.969639,16.199261,63.649596,59.082862,55.1987
37.02219,37.02219,16.222288,63.885268,60.673322,55.845476
37.074738,37.074738,16.245314,64.13887,61.052924,56.107368
37.127289,37.127289,16.268341,63.653294,59.394912,56.295396
37.17984,37.17984,16.291367,63.648466,60.010472,56.49281
37.232391,37.232391,16.314394,64.426334,61.311408,55.7909
37.284943,37.284943,16.337421,64.836366,60.766928,55.676102
37.337494,37.337494,16.360447,64.737706,60.552906,55.714838
37.390045,37.390045,16.383474,64.912324,60.717116,56.233596
37.442596,37.442596,16.4065,65.640118,61.017826,56.372296
37.495148,37.495148,16.429527,65.792838,61.480424,55.777566
37.547699,37.547699,16.452555,64.339926,61.066702,56.021884
37.60025,37.60025,16.47558,63.571192,61.632862,56.251412
37.652802,37.652802,16.498608,64.681142,62.262102,56.284812
37.705353,37.705353,16.521633,65.995976,61.580556,56.27531
37.757904,37.757904,16.544661,66.53031,61.429078,56.458806
37.810455,37.810455,16.567688,66.725012,63.286094,55.97038
37.863003,37.863003,16.590714,66.865766,63.324684,56.221722
37.915554,37.915554,16.613741,66.862258,64.00992,57.133246
37.968105,37.968105,16.636766,66.877014,63.579778,56.496348
38.020657,38.020657,16.659794,66.40713,64.546616,56.618
38.073208,38.073208,16.682821,67.020178,64.895734,57.249908
38.125759,38.125759,16.705847,68.765898,64.191696,57.155608
38.17831,38.17831,16.728874,70.057616,65.313196,57.01362
38.230862,38.230862,16.7519,69.724126,64.894748,57.450754
38.283413,38.283413,16.774927,69.843758,65.07662,57.557312
38.335964,38.335964,16.797955,69.8643,67.42657,57.666972
38.388515,38.388515,16.82098,70.80162,67.910884,57.148466
38.441067,38.441067,16.844007,71.007572,67.328786,57.415282
38.493618,38.493618,16.867035,71.599272,65.752934,57.903724
38.546169,38.546169,16.89006,71.827352,66.675134,57.781648
38.598721,38.598721,16.913088,72.28748,66.64693,57.590846
38.651268,38.651268,16.936113,72.343924,68.468932,58.209392
38.703819,38.703819,16.959141,73.559814,70.355274,59.073808
38.756371,38.756371,16.982168,74.571572,68.163126,58.400082
38.808922,38.808922,17.005194,74.380398,67.534382,58.412758
38.861473,38.861473,17.028221,73.796846,69.180184,58.873948
38.914024,38.914024,17.051247,73.8858,69.680162,58.930866
38.966576,38.966576,17.074274,74.787856,71.17034,59.496526
39.019127,39.019127,17.097301,75.467616,70.989352,59.572786
39.071678,39.071678,17.120327,74.95621,71.535628,60.053234
39.124229,39.124229,17.143354,75.445432,72.158558,60.30387
39.176781,39.176781,17.16638,75.97159,74.211372,60.783446
39.229332,39.229332,17.189407,75.913578,76.5268,61.666678
39.281883,39.281883,17.212435,77.1803,79.314948,61.995426
39.334435,39.334435,17.23546,77.420716,88.747756,63.816594
39.386982,39.386982,17.258488,76.266606,91.709874,65.156112
39.439533,39.439533,17.281513,75.574108,89.20986,66.616938
39.492085,39.492085,17.304541,75.119088,82.642852,67.53202
39.544636,39.544636,17.327568,75.72822,78.278948,68.278818
39.597187,39.597187,17.350594,75.561952,75.396348,68.410202
39.649738,39.649738,17.373621,75.202532,75.273254,71.344942
39.70229,39.70229,17.396646,74.500712,72.26725,74.295776
39.754841,39.754841,17.419674,73.553204,69.986484,70.954376
39.807392,39.807392,17.442701,72.75488,70.14586,64.549502
39.859943,39.859943,17.465727,72.249366,71.27141,62.330554
39.912495,39.912495,17.488754,71.772822,70.46827,61.22334
39.965046,39.965046,17.51178,71.47322,71.123258,60.83696
40.017597,40.017597,17.534807,69.36984,70.256462,60.853768
40.070148,40.070148,17.557835,69.095412,69.350514,60.069856
40.1227,40.1227,17.58086,68.009632,68.853686,59.872156
40.175247,40.175247,17.603888,66.57429,69.431078,59.737006
40.227798,40.227798,17.626913,66.268498,70.849928,59.627914
40.28035,40.28035,17.64994,65.241038,69.347924,59.838188
40.332901,40.332901,17.672968,64.514766,69.750082,60.017506
40.385452,40.385452,17.695993,63.931032,68.592436,60.140258
40.438004,40.438004,17.719021,62.971842,69.082272,59.90324
40.490555,40.490555,17.742048,62.875536,69.685102,59.947206
40.543106,40.543106,17.765074,62.09496,69.067418,59.85617
40.595657,40.595657,17.788101,61.729712,69.60097,60.21307
40.648209,40.648209,17.811127,61.11259,68.33007,60.926812
40.70076,40.70076,17.834154,60.337512,69.337834,61.210586
40.753311,40.753311,17.857182,59.30566,68.960258,60.437258
40.805862,40.805862,17.880207,59.055706,68.822468,60.201532
40.858414,40.858414,17.903234,58.859226,70.841098,60.966876
40.910965,40.910965,17.92626,58.02003,68.975468,61.926774
40.963512,40.963512,17.949287,57.392792,69.036316,61.237714
41.016064,41.016064,17.972315,56.528502,68.93152,60.810732
41.068615,41.068615,17.99534,56.043528,68.459292,60.331378
41.121166,41.121166,18.018368,54.983316,69.033364,60.350008
41.173717,41.173717,18.041393,54.956594,68.879342,60.541368
41.226269,41.226269,18.064421,54.216734,68.846698,60.804068
41.27882,41.27882,18.087448,53.586808,69.827404,60.657934
41.331371,41.331371,18.110474,53.87623,69.187564,60.41811
41.383923,41.383923,18.133501,53.673152,68.63488,60.445966
41.436474,41.436474,18.156527,52.64876,69.125714,60.832582
41.489025,41.489025,18.179554,52.177796,68.448484,60.958886
41.541576,41.541576,18.202581,52.1509,67.842314,61.12613
41.594128,41.594128,18.225607,51.516708,69.464698,61.02331
41.646679,41.646679,18.248634,51.080746,69.428244,60.756632
41.69923,41.69923,18.27166,50.616452,69.432196,61.154186
41.751778,41.751778,18.294687,50.570808,68.58366,61.407226
41.804329,41.804329,18.317715,50.802072,68.964642,61.78696
41.85688,41.85688,18.34074,49.88831,68.36664,61.665416
41.909431,41.909431,18.363768,49.02721,67.575374,61.810404
41.961983,41.961983,18.386793,48.672724,67.559156,61.974358
42.014534,42.014534,18.409821,48.897222,66.900304,61.072278
42.067085,42.067085,18.432848,48.890138,67.685998,61.770754
42.119637,42.119637,18.455873,48.017842,68.725206,62.172152
42.172188,42.172188,18.478901,46.771028,67.62454,61.844572
42.224739,42.224739,18.501926,47.18938,68.526,62.584796
42.27729,42.27729,18.524954,46.676918,70.224272,62.873972
42.329842,42.329842,18.547981,46.659994,68.629086,62.5433
42.382393,42.382393,18.571007,47.435058,68.795208,62.603448
42.434944,42.434944,18.594034,46.880912,67.846772,62.372352
42.487495,42.487495,18.617062,46.190984,68.583944,62.83866
42.540043,42.540043,18.640087,46.018598,67.9882,62.633032
42.592594,42.592594,18.663115,46.02015,69.25273,62.737984
42.645145,42.645145,18.68614,46.059858,69.62056,63.784226
42.697697,42.697697,18.709167,46.324718,68.611352,62.884034
42.750248,42.750248,18.732195,45.99297,67.821568,63.375954
42.802799,42.802799,18.75522,45.927706,67.862396,62.817126
42.85535,42.85535,18.778248,46.281018,69.012172,63.547386
42.907902,42.907902,18.801273,45.143088,68.770674,63.954486
42.960453,42.960453,18.824301,44.853,70.31128,63.596674
43.013004,43.013004,18.847328,45.136302,68.263244,63.10048
43.065556,43.065556,18.870354,45.217254,69.643148,63.551144
43.118107,43.118107,18.893381,45.295562,67.20599,64.192296
43.170658,43.170658,18.916407,44.673578,70.01469,64.820162
43.223209,43.223209,18.939434,44.224556,69.881014,64.323176
43.275761,43.275761,18.962461,45.133794,69.127036,63.943056
43.328308,43.328308,18.985487,44.873164,69.183946,64.601468
43.380859,43.380859,19.008514,44.300508,69.134772,64.588376
43.433411,43.433411,19.03154,44.785352,71.666498,64.95629
43.485962,43.485962,19.054567,44.485046,69.205086,64.318938
43.538513,43.538513,19.077595,44.576234,68.521574,64.009246
43.591064,43.591064,19.10062,44.552038,69.778742,64.801176
43.643616,43.643616,19.123648,44.22831,71.491972,64.985638
43.696167,43.696167,19.146673,43.81815,68.84093,65.081992
43.748718,43.748718,19.169701,43.302524,68.29316,65.219856
43.80127,43.80127,19.192728,42.943716,69.8823,65.6832
43.853821,43.853821,19.215754,42.523918,69.500598,65.831134
43.906372,43.906372,19.238781,42.941112,70.241864,65.709238
43.958923,43.958923,19.261806,43.738754,70.90092,65.316254
44.011475,44.011475,19.284834,43.635814,70.595218,66.029626
44.064022,44.064022,19.307861,42.614574,69.159938,65.901802
44.116573,44.116573,19.330887,42.97464,69.042026,65.99127
44.169125,44.169125,19.353914,42.695408,70.206062,65.992102
44.221676,44.221676,19.376942,42.465772,71.837184,66.722728
44.274227,44.274227,19.399967,42.292758,71.20882,66.246388
44.326778,44.326778,19.422995,42.570603,72.135982,67.123444
44.37933,44.37933,19.44602,42.152963,71.774022,67.219128
44.431881,44.431881,19.469048,41.618442,73.444068,67.857684
44.484432,44.484432,19.492075,41.794248,72.589212,67.19229
44.536983,44.536983,19.5151,41.512273,72.131682,67.437248
44.589535,44.589535,19.538128,41.502356,74.049006,68.05862
44.642086,44.642086,19.561153,41.150236,75.084126,68.9916
44.694637,44.694637,19.584181,41.357498,78.414266,69.307044
44.747189,44.747189,19.607208,41.089921,79.799326,68.9448
44.79974,44.79974,19.630234,40.865556,79.27946,69.667622
44.852287,44.852287,19.653261,41.127816,82.887422,70.363358
44.904839,44.904839,19.676287,41.315334,89.409294,71.273448
44.95739,44.95739,19.699314,41.56779,83.08858,71.179728
45.009941,45.009941,19.722342,40.739585,81.74526,71.199474
45.062492,45.062492,19.745367,40.540237,76.892286,70.18607
45.115044,45.115044,19.768394,41.406528,77.336072,71.323306
45.167595,45.167595,19.79142,41.457746,76.640934,71.525298
45.220146,45.220146,19.814447,41.651878,74.512964,70.619254
45.272697,45.272697,19.837475,41.132757,73.839374,70.577298
45.325249,45.325249,19.8605,41.179002,73.848824,70.930966
45.3778,45.3778,19.883528,41.107214,73.473496,71.000304
45.430351,45.430351,19.906553,40.839896,76.485412,71.50562
45.482903,45.482903,19.929581,39.850283,73.232306,71.182548
45.535454,45.535454,19.952608,39.62027,73.515932,70.529094
45.588005,45.588005,19.975634,39.715045,75.984746,71.26229
45.640553,45.640553,19.998661,39.595952,75.030752,70.787788
45.693104,45.693104,20.021687,40.094548,75.23683,71.603716
45.745655,45.745655,20.044714,39.362158,75.599228,71.532622
45.798206,45.798206,20.067741,39.198051,79.064788,71.981982
45.850758,45.850758,20.090767,39.43385,75.8431,71.396096
45.903309,45.903309,20.113794,40.291513,76.315006,71.798368
45.95586,45.95586,20.13682,41.503086,77.427786,72.6807
46.008411,46.008411,20.159847,41.631882,77.009624,73.188422
46.060963,46.060963,20.182875,41.814563,77.179334,72.41363
46.113514,46.113514,20.2059,41.780488,76.817296,72.902988
46.166065,46.166065,20.228928,41.762922,76.78049,72.427992
46.218616,46.218616,20.251955,40.710498,76.258482,72.366092
46.271168,46.271168,20.274981,39.954217,77.96051,72.96892
46.323719,46.323719,20.298008,39.670939,76.488752,72.951456
46.37627,46.37627,20.321033,39.472871,78.29898,74.24016
46.428818,46.428818,20.344061,39.096121,77.388636,74.225846
46.481369,46.481369,20.367088,38.755859,78.860288,74.119318
46.53392,46.53392,20.390114,38.276331,77.321136,74.38337
46.586472,46.586472,20.413141,38.64681,79.439232,74.52403
46.639023,46.639023,20.436167,38.341225,77.727912,75.010792
46.691574,46.691574,20.459194,37.675386,78.117654,74.86846
46.744125,46.744125,20.482222,37.828871,81.470924,75.386586
46.796677,46.796677,20.505247,38.445998,81.63623,76.026444
46.849228,46.849228,20.528275,38.119169,82.319654,75.886296
46.901779,46.901779,20.5513,38.032658,80.180078,75.715122
46.95433,46.95433,20.574327,38.293147,82.0517,76.587804
47.006882,47.006882,20.597355,37.919621,81.047928,77.369916
47.059433,47.059433,20.62038,37.417484,81.421678,77.326498
47.111984,47.111984,20.643408,37.206321,81.35283,77.264692
47.164536,47.164536,20.666433,37.1502,79.949208,76.88407
47.217083,47.217083,20.689461,36.799647,81.365224,77.361322
47.269634,47.269634,20.712488,35.936641,82.01877,78.514634
