,ip (90-10),,oop (90-10),,azi (90-10),,ip (90-10),,oop (90-10),,azi (90-10),,ip (95-05),,oop (95-05),,azi (95-05),,ip (95-05),,oop (95-05),,azi (95-05),,ip,,oop,,azi
,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,back,,back,,back
35.448002,0,35.448002,33.522408,35.448002,33.265213,35.448002,0,35.448002,19.809807,35.448002,19.357284,35.448002,0,35.448002,42.254712,35.448002,41.785717,35.448002,0,35.448002,20.84874,35.448002,20.804138,35.448002,0,35.448002,62.191238,35.448002,62.474663
35.46825,0,35.46825,34.012817,35.46825,33.704781,35.46825,0,35.46825,19.524086,35.46825,19.03135,35.46825,0,35.46825,42.935284,35.46825,42.340375,35.46825,0,35.46825,21.198768,35.46825,21.064942,35.46825,0,35.46825,62.166176,35.46825,62.417915
35.488499,0,35.488499,33.790466,35.488499,33.641087,35.488499,0,35.488499,19.338608,35.488499,19.05946,35.488499,0,35.488499,42.916347,35.488499,42.537983,35.488499,0,35.488499,20.817299,35.488499,20.968411,35.488499,0,35.488499,62.272003,35.488499,62.271137
35.508751,0,35.508751,33.805737,35.508751,33.662834,35.508751,0,35.508751,19.671574,35.508751,19.451118,35.508751,0,35.508751,42.86584,35.508751,42.352229,35.508751,0,35.508751,20.874798,35.508751,21.051971,35.508751,0,35.508751,62.19157,35.508751,62.195351
35.528999,0,35.528999,33.919335,35.528999,33.869434,35.528999,0,35.528999,20.056641,35.528999,19.788791,35.528999,0,35.528999,43.031339,35.528999,42.759003,35.528999,0,35.528999,20.807663,35.528999,20.988857,35.528999,0,35.528999,62.106201,35.528999,62.052647
35.549252,0,35.549252,33.662365,35.549252,33.615326,35.549252,0,35.549252,20.304111,35.549252,19.948037,35.549252,0,35.549252,42.405071,35.549252,42.244048,35.549252,0,35.549252,20.720501,35.549252,20.81012,35.549252,0,35.549252,62.066189,35.549252,62.041412
35.5695,0,35.5695,32.796329,35.5695,32.968307,35.5695,0,35.5695,19.761669,35.5695,19.732818,35.5695,0,35.5695,41.866929,35.5695,41.90472,35.5695,0,35.5695,20.719417,35.5695,20.87278,35.5695,0,35.5695,62.425381,35.5695,62.33931
35.589752,0,35.589752,32.481018,35.589752,32.537548,35.589752,0,35.589752,19.038559,35.589752,19.140903,35.589752,0,35.589752,41.445668,35.589752,41.46125,35.589752,0,35.589752,20.541656,35.589752,20.637691,35.589752,0,35.589752,62.709862,35.589752,62.61047
35.610001,0,35.610001,32.571392,35.610001,32.409817,35.610001,0,35.610001,19.007618,35.610001,19.027622,35.610001,0,35.610001,41.488881,35.610001,41.322794,35.610001,0,35.610001,20.691181,35.610001,20.604191,35.610001,0,35.610001,62.451359,35.610001,62.502056
35.630253,0,35.630253,33.236389,35.630253,33.121273,35.630253,0,35.630253,19.835983,35.630253,19.762584,35.630253,0,35.630253,42.062825,35.630253,41.855767,35.630253,0,35.630253,20.889358,35.630253,20.670696,35.630253,0,35.630253,61.947365,35.630253,62.046223
35.650501,0,35.650501,33.418628,35.650501,33.241756,35.650501,0,35.650501,19.842578,35.650501,19.583324,35.650501,0,35.650501,42.288088,35.650501,42.074326,35.650501,0,35.650501,20.410045,35.650501,20.219028,35.650501,0,35.650501,61.858212,35.650501,62.014874
35.670753,0,35.670753,33.655418,35.670753,33.404583,35.670753,0,35.670753,19.487037,35.670753,19.187435,35.670753,0,35.670753,43.096209,35.670753,42.626088,35.670753,0,35.670753,20.511459,35.670753,20.319279,35.670753,0,35.670753,61.885941,35.670753,62.040592
35.691002,0,35.691002,32.870747,35.691002,32.93932,35.691002,0,35.691002,19.543087,35.691002,19.409115,35.691002,0,35.691002,42.188107,35.691002,41.873543,35.691002,0,35.691002,20.426266,35.691002,20.412953,35.691002,0,35.691002,62.122463,35.691002,62.190517
35.711254,0,35.711254,32.741775,35.711254,32.855834,35.711254,0,35.711254,19.790192,35.711254,19.526977,35.711254,0,35.711254,42.177154,35.711254,41.79492,35.711254,0,35.711254,20.398994,35.711254,20.460441,35.711254,0,35.711254,61.958336,35.711254,62.08709
35.731503,0,35.731503,32.484909,35.731503,32.474552,35.731503,0,35.731503,19.303001,35.731503,19.144688,35.731503,0,35.731503,41.797291,35.731503,41.62134,35.731503,0,35.731503,20.066955,35.731503,20.121227,35.731503,0,35.731503,61.976639,35.731503,62.03561
35.751755,0,35.751755,32.001583,35.751755,31.87133,35.751755,0,35.751755,18.966351,35.751755,18.76413,35.751755,0,35.751755,41.61442,35.751755,41.286423,35.751755,0,35.751755,20.133419,35.751755,20.132813,35.751755,0,35.751755,62.06332,35.751755,62.172737
35.772003,0,35.772003,32.034802,35.772003,32.011948,35.772003,0,35.772003,19.33955,35.772003,19.026413,35.772003,0,35.772003,41.556161,35.772003,41.149346,35.772003,0,35.772003,20.429264,35.772003,20.344674,35.772003,0,35.772003,61.954929,35.772003,62.177444
35.792255,0,35.792255,32.289505,35.792255,32.175197,35.792255,0,35.792255,19.272575,35.792255,19.036663,35.792255,0,35.792255,41.489868,35.792255,41.129035,35.792255,0,35.792255,20.109146,35.792255,20.110393,35.792255,0,35.792255,62.120552,35.792255,62.323025
35.812504,0,35.812504,32.718647,35.812504,32.606807,35.812504,0,35.812504,19.371312,35.812504,19.294963,35.812504,0,35.812504,41.332533,35.812504,41.069206,35.812504,0,35.812504,19.993832,35.812504,20.068599,35.812504,0,35.812504,61.986507,35.812504,62.129414
35.832756,0,35.832756,32.892933,35.832756,32.746124,35.832756,0,35.832756,19.19994,35.832756,19.264351,35.832756,0,35.832756,41.31217,35.832756,41.132062,35.832756,0,35.832756,20.301647,35.832756,20.343857,35.832756,0,35.832756,61.90324,35.832756,62.030548
35.853004,0,35.853004,32.761764,35.853004,32.671605,35.853004,0,35.853004,18.81115,35.853004,18.938534,35.853004,0,35.853004,41.243823,35.853004,41.10665,35.853004,0,35.853004,20.405739,35.853004,20.210438,35.853004,0,35.853004,61.938057,35.853004,62.08559
35.873253,0,35.873253,32.866043,35.873253,32.687171,35.873253,0,35.873253,18.770447,35.873253,18.813812,35.873253,0,35.873253,40.985638,35.873253,40.865483,35.873253,0,35.873253,20.139213,35.873253,19.999008,35.873253,0,35.873253,62.056412,35.873253,62.222527
35.893505,0,35.893505,32.939991,35.893505,32.901024,35.893505,0,35.893505,19.032848,35.893505,19.157547,35.893505,0,35.893505,40.773562,35.893505,40.740369,35.893505,0,35.893505,20.205593,35.893505,20.086419,35.893505,0,35.893505,62.072918,35.893505,62.166801
35.913754,0,35.913754,32.975308,35.913754,32.882908,35.913754,0,35.913754,19.208714,35.913754,19.359005,35.913754,0,35.913754,40.913429,35.913754,40.820533,35.913754,0,35.913754,20.268894,35.913754,20.275272,35.913754,0,35.913754,61.937351,35.913754,62.034077
35.934006,0,35.934006,32.897862,35.934006,32.690262,35.934006,0,35.934006,19.081928,35.934006,19.211998,35.934006,0,35.934006,40.887036,35.934006,40.784149,35.934006,0,35.934006,20.466808,35.934006,20.486778,35.934006,0,35.934006,62.188114,35.934006,62.282631
35.954254,0,35.954254,32.505893,35.954254,32.264252,35.954254,0,35.954254,18.912296,35.954254,19.094009,35.954254,0,35.954254,40.322771,35.954254,40.263699,35.954254,0,35.954254,20.844059,35.954254,20.694382,35.954254,0,35.954254,62.225529,35.954254,62.298111
35.974506,0,35.974506,32.243362,35.974506,32.051037,35.974506,0,35.974506,19.200928,35.974506,19.23238,35.974506,0,35.974506,40.457012,35.974506,40.272047,35.974506,0,35.974506,20.429169,35.974506,20.260113,35.974506,0,35.974506,62.152878,35.974506,62.249073
35.994755,0,35.994755,32.028664,35.994755,31.891453,35.994755,0,35.994755,18.984238,35.994755,18.813915,35.994755,0,35.994755,40.526092,35.994755,40.352686,35.994755,0,35.994755,19.718476,35.994755,19.680774,35.994755,0,35.994755,62.204948,35.994755,62.335644
36.015007,0,36.015007,32.417938,36.015007,32.392612,36.015007,0,36.015007,18.620338,36.015007,18.60384,36.015007,0,36.015007,40.371652,36.015007,40.401298,36.015007,0,36.015007,20.091011,36.015007,20.235943,36.015007,0,36.015007,62.028168,36.015007,62.057812
36.035255,0,36.035255,32.345372,36.035255,32.327202,36.035255,0,36.035255,19.036785,36.035255,19.148484,36.035255,0,36.035255,40.139986,36.035255,40.059725,36.035255,0,36.035255,20.399487,36.035255,20.554108,36.035255,0,36.035255,61.944164,36.035255,61.970695
36.055508,0,36.055508,32.485466,36.055508,32.432533,36.055508,0,36.055508,19.148049,36.055508,19.209495,36.055508,0,36.055508,40.41705,36.055508,40.346219,36.055508,0,36.055508,20.122315,36.055508,20.310837,36.055508,0,36.055508,62.06649,36.055508,62.077881
36.075756,0,36.075756,32.436409,36.075756,32.127755,36.075756,0,36.075756,18.682747,36.075756,18.631287,36.075756,0,36.075756,40.586964,36.075756,40.35775,36.075756,0,36.075756,20.032143,36.075756,20.123467,36.075756,0,36.075756,62.100616,36.075756,62.20713
36.096008,0,36.096008,31.910839,36.096008,31.579582,36.096008,0,36.096008,18.446689,36.096008,18.308777,36.096008,0,36.096008,39.90064,36.096008,39.813774,36.096008,0,36.096008,19.026577,36.096008,19.196144,36.096008,0,36.096008,62.37254,36.096008,62.489426
36.116257,0,36.116257,31.899449,36.116257,31.654415,36.116257,0,36.116257,18.693196,36.116257,18.609943,36.116257,0,36.116257,39.736156,36.116257,39.859542,36.116257,0,36.116257,19.137814,36.116257,19.45441,36.116257,0,36.116257,62.391254,36.116257,62.406338
36.136509,0,36.136509,31.983456,36.136509,31.913063,36.136509,0,36.136509,18.621158,36.136509,18.521492,36.136509,0,36.136509,39.960335,36.136509,39.986335,36.136509,0,36.136509,19.393772,36.136509,19.749817,36.136509,0,36.136509,62.180195,36.136509,62.223625
36.156757,0,36.156757,32.817978,36.156757,32.53157,36.156757,0,36.156757,19.022163,36.156757,18.745018,36.156757,0,36.156757,40.523036,36.156757,40.433063,36.156757,0,36.156757,19.586182,36.156757,19.82595,36.156757,0,36.156757,61.860054,36.156757,62.030617
36.17701,0,36.17701,32.278756,36.17701,32.041161,36.17701,0,36.17701,19.301133,36.17701,19.002663,36.17701,0,36.17701,40.167415,36.17701,40.18545,36.17701,0,36.17701,19.705559,36.17701,19.798599,36.17701,0,36.17701,62.057655,36.17701,62.16185
36.197258,0,36.197258,32.3634,36.197258,32.105187,36.197258,0,36.197258,19.460484,36.197258,19.328179,36.197258,0,36.197258,40.126016,36.197258,40.12904,36.197258,0,36.197258,19.93829,36.197258,19.868874,36.197258,0,36.197258,61.961414,36.197258,62.05249
36.217506,0,36.217506,32.3409,36.217506,31.971008,36.217506,0,36.217506,19.291652,36.217506,19.028915,36.217506,0,36.217506,40.231635,36.217506,40.227212,36.217506,0,36.217506,19.784946,36.217506,19.640892,36.217506,0,36.217506,61.953915,36.217506,62.105118
36.237759,0,36.237759,31.978237,36.237759,31.697502,36.237759,0,36.237759,19.26987,36.237759,18.92321,36.237759,0,36.237759,40.260977,36.237759,40.282299,36.237759,0,36.237759,19.799221,36.237759,19.690094,36.237759,0,36.237759,61.864613,36.237759,61.983101
36.258007,0,36.258007,31.956111,36.258007,31.786445,36.258007,0,36.258007,19.471981,36.258007,19.006927,36.258007,0,36.258007,40.178588,36.258007,40.099833,36.258007,0,36.258007,19.956607,36.258007,19.772056,36.258007,0,36.258007,61.732182,36.258007,61.890587
36.278259,0,36.278259,31.452587,36.278259,31.464237,36.278259,0,36.278259,19.115772,36.278259,18.771565,36.278259,0,36.278259,40.421615,36.278259,40.201991,36.278259,0,36.278259,20.129429,36.278259,20.073429,36.278259,0,36.278259,61.863705,36.278259,61.969509
36.298508,0,36.298508,31.615879,36.298508,31.545235,36.298508,0,36.298508,19.141811,36.298508,18.894272,36.298508,0,36.298508,40.405037,36.298508,39.993873,36.298508,0,36.298508,20.201023,36.298508,20.15226,36.298508,0,36.298508,61.751553,36.298508,61.924347
36.31876,0,36.31876,31.900357,36.31876,31.897457,36.31876,0,36.31876,19.0434,36.31876,18.89996,36.31876,0,36.31876,40.243654,36.31876,40.076973,36.31876,0,36.31876,20.275509,36.31876,20.246205,36.31876,0,36.31876,61.831676,36.31876,61.941097
36.339008,0,36.339008,31.243587,36.339008,31.356632,36.339008,0,36.339008,18.763347,36.339008,18.637165,36.339008,0,36.339008,39.961425,36.339008,39.850417,36.339008,0,36.339008,19.818157,36.339008,19.709537,36.339008,0,36.339008,61.993275,36.339008,62.154423
36.359261,0,36.359261,30.998055,36.359261,30.975963,36.359261,0,36.359261,18.439194,36.359261,18.362461,36.359261,0,36.359261,40.245168,36.359261,39.99871,36.359261,0,36.359261,19.458847,36.359261,19.438282,36.359261,0,36.359261,62.221382,36.359261,62.3494
36.379509,0,36.379509,31.667366,36.379509,31.449817,36.379509,0,36.379509,18.602829,36.379509,18.393589,36.379509,0,36.379509,40.47719,36.379509,40.103367,36.379509,0,36.379509,20.109009,36.379509,19.961376,36.379509,0,36.379509,61.75502,36.379509,62.016293
36.399761,0,36.399761,32.137077,36.399761,31.760025,36.399761,0,36.399761,19.096679,36.399761,18.805321,36.399761,0,36.399761,40.163198,36.399761,39.896588,36.399761,0,36.399761,20.185463,36.399761,20.101486,36.399761,0,36.399761,61.678162,36.399761,61.935402
36.42001,0,36.42001,31.990299,36.42001,31.733921,36.42001,0,36.42001,18.698086,36.42001,18.646649,36.42001,0,36.42001,39.805488,36.42001,39.523075,36.42001,0,36.42001,19.84991,36.42001,19.779339,36.42001,0,36.42001,62.064152,36.42001,62.267635
36.440262,0,36.440262,32.211197,36.440262,32.073791,36.440262,0,36.440262,18.896164,36.440262,18.824692,36.440262,0,36.440262,40.615565,36.440262,40.189525,36.440262,0,36.440262,19.867775,36.440262,20.045227,36.440262,0,36.440262,61.658455,36.440262,61.823555
36.46051,0,36.46051,31.669449,36.46051,31.562198,36.46051,0,36.46051,19.296631,36.46051,19.092815,36.46051,0,36.46051,40.40784,36.46051,40.069984,36.46051,0,36.46051,19.774743,36.46051,19.942562,36.46051,0,36.46051,61.63372,36.46051,61.762356
36.480762,0,36.480762,31.371033,36.480762,31.123535,36.480762,0,36.480762,18.735275,36.480762,18.421714,36.480762,0,36.480762,40.053334,36.480762,39.738616,36.480762,0,36.480762,19.525765,36.480762,19.474113,36.480762,0,36.480762,61.927986,36.480762,62.179314
36.501011,0,36.501011,32.089573,36.501011,31.698166,36.501011,0,36.501011,18.631481,36.501011,18.237618,36.501011,0,36.501011,40.571276,36.501011,40.204721,36.501011,0,36.501011,19.83633,36.501011,19.782723,36.501011,0,36.501011,61.668034,36.501011,61.930099
36.521263,0,36.521263,32.206055,36.521263,32.011936,36.521263,0,36.521263,18.415421,36.521263,18.25893,36.521263,0,36.521263,40.327228,36.521263,40.093805,36.521263,0,36.521263,19.76004,36.521263,19.667148,36.521263,0,36.521263,61.636322,36.521263,61.847645
36.541512,0,36.541512,32.288467,36.541512,32.067787,36.541512,0,36.541512,18.481613,36.541512,18.438469,36.541512,0,36.541512,39.917469,36.541512,39.743046,36.541512,0,36.541512,19.809967,36.541512,19.776055,36.541512,0,36.541512,61.851471,36.541512,62.083824
36.56176,0,36.56176,32.16185,36.56176,31.857235,36.56176,0,36.56176,19.217468,36.56176,19.000553,36.56176,0,36.56176,40.202291,36.56176,39.996778,36.56176,0,36.56176,20.516899,36.56176,20.421223,36.56176,0,36.56176,61.653519,36.56176,61.858242
36.582012,0,36.582012,32.06659,36.582012,31.701187,36.582012,0,36.582012,19.545182,36.582012,19.407432,36.582012,0,36.582012,40.928208,36.582012,40.609501,36.582012,0,36.582012,20.752045,36.582012,20.617431,36.582012,0,36.582012,61.148132,36.582012,61.420319
36.602261,0,36.602261,31.975094,36.602261,31.728962,36.602261,0,36.602261,19.055561,36.602261,19.053051,36.602261,0,36.602261,40.844468,36.602261,40.464569,36.602261,0,36.602261,20.566151,36.602261,20.438526,36.602261,0,36.602261,61.366062,36.602261,61.640751
36.622513,0,36.622513,32.155273,36.622513,32.13559,36.622513,0,36.622513,18.514671,36.622513,18.762825,36.622513,0,36.622513,40.169762,36.622513,39.977888,36.622513,0,36.622513,20.507294,36.622513,20.533646,36.622513,0,36.622513,61.354828,36.622513,61.543922
36.642761,0,36.642761,32.778206,36.642761,32.505344,36.642761,0,36.642761,18.996155,36.642761,18.81834,36.642761,0,36.642761,40.223679,36.642761,39.924319,36.642761,0,36.642761,20.132141,36.642761,20.19215,36.642761,0,36.642761,61.122551,36.642761,61.474781
36.663013,0,36.663013,32.085968,36.663013,31.838829,36.663013,0,36.663013,19.02977,36.663013,18.655868,36.663013,0,36.663013,40.33121,36.663013,39.751309,36.663013,0,36.663013,19.54055,36.663013,19.487945,36.663013,0,36.663013,61.38015,36.663013,61.785721
36.683262,0,36.683262,31.545925,36.683262,31.400756,36.683262,0,36.683262,18.871929,36.683262,18.615799,36.683262,0,36.683262,40.067201,36.683262,39.771787,36.683262,0,36.683262,19.524685,36.683262,19.494361,36.683262,0,36.683262,61.639309,36.683262,61.915543
36.703514,0,36.703514,31.338165,36.703514,31.402748,36.703514,0,36.703514,18.569587,36.703514,18.56707,36.703514,0,36.703514,40.023772,36.703514,39.921485,36.703514,0,36.703514,19.46836,36.703514,19.566765,36.703514,0,36.703514,61.821198,36.703514,61.925575
36.723763,0,36.723763,31.230393,36.723763,31.321667,36.723763,0,36.723763,18.530014,36.723763,18.477749,36.723763,0,36.723763,39.51272,36.723763,39.449178,36.723763,0,36.723763,19.010949,36.723763,18.992634,36.723763,0,36.723763,61.98558,36.723763,62.082432
36.744015,0,36.744015,31.275806,36.744015,31.264229,36.744015,0,36.744015,18.346119,36.744015,18.315826,36.744015,0,36.744015,39.139169,36.744015,39.063472,36.744015,0,36.744015,19.156277,36.744015,19.051529,36.744015,0,36.744015,62.047291,36.744015,62.178818
36.764263,0,36.764263,31.855725,36.764263,31.578777,36.764263,0,36.764263,18.618069,36.764263,18.496891,36.764263,0,36.764263,39.521122,36.764263,39.44484,36.764263,0,36.764263,20.108754,36.764263,19.839985,36.764263,0,36.764263,61.558788,36.764263,61.8419
36.784515,0,36.784515,32.28252,36.784515,31.74295,36.784515,0,36.784515,18.857868,36.784515,18.793571,36.784515,0,36.784515,39.348651,36.784515,39.37867,36.784515,0,36.784515,20.241123,36.784515,20.017685,36.784515,0,36.784515,61.528759,36.784515,61.78624
36.804764,0,36.804764,31.869404,36.804764,31.682293,36.804764,0,36.804764,18.670635,36.804764,18.734928,36.804764,0,36.804764,39.599991,36.804764,39.566755,36.804764,0,36.804764,19.637173,36.804764,19.695614,36.804764,0,36.804764,61.528759,36.804764,61.627445
36.825016,0,36.825016,31.19923,36.825016,31.170074,36.825016,0,36.825016,18.104038,36.825016,18.094543,36.825016,0,36.825016,39.186799,36.825016,39.060558,36.825016,0,36.825016,18.999935,36.825016,19.261962,36.825016,0,36.825016,61.691471,36.825016,61.794312
36.845264,0,36.845264,31.167781,36.845264,31.057965,36.845264,0,36.845264,18.438129,36.845264,18.26466,36.845264,0,36.845264,39.640326,36.845264,39.610537,36.845264,0,36.845264,18.987766,36.845264,19.182026,36.845264,0,36.845264,61.539204,36.845264,61.751163
36.865517,0,36.865517,31.541813,36.865517,31.337925,36.865517,0,36.865517,18.78371,36.865517,18.549984,36.865517,0,36.865517,39.937589,36.865517,39.65926,36.865517,0,36.865517,19.35709,36.865517,19.578793,36.865517,0,36.865517,61.627491,36.865517,61.80241
36.885765,0,36.885765,31.668221,36.885765,31.326149,36.885765,0,36.885765,18.598427,36.885765,18.390983,36.885765,0,36.885765,39.47591,36.885765,39.098449,36.885765,0,36.885765,19.586113,36.885765,19.848381,36.885765,0,36.885765,61.75679,36.885765,61.955811
36.906017,0,36.906017,31.784119,36.906017,31.361255,36.906017,0,36.906017,18.522964,36.906017,18.34161,36.906017,0,36.906017,39.524339,36.906017,39.290978,36.906017,0,36.906017,19.827049,36.906017,19.872676,36.906017,0,36.906017,61.484871,36.906017,61.768742
36.926266,0,36.926266,31.660698,36.926266,31.437874,36.926266,0,36.926266,19.150642,36.926266,18.826233,36.926266,0,36.926266,39.47923,36.926266,39.31723,36.926266,0,36.926266,20.057983,36.926266,20.033463,36.926266,0,36.926266,61.18763,36.926266,61.40744
36.946514,0,36.946514,31.442818,36.946514,31.427822,36.946514,0,36.946514,18.656624,36.946514,18.51524,36.946514,0,36.946514,39.414471,36.946514,39.339459,36.946514,0,36.946514,19.514107,36.946514,19.579518,36.946514,0,36.946514,61.381889,36.946514,61.447971
36.966766,0,36.966766,31.169956,36.966766,30.901486,36.966766,0,36.966766,18.569317,36.966766,18.390392,36.966766,0,36.966766,39.243735,36.966766,39.241775,36.966766,0,36.966766,19.620296,36.966766,19.60207,36.966766,0,36.966766,61.310345,36.966766,61.506275
36.987015,0,36.987015,31.094066,36.987015,30.817211,36.987015,0,36.987015,18.08073,36.987015,18.083439,36.987015,0,36.987015,38.561019,36.987015,38.655572,36.987015,0,36.987015,19.020382,36.987015,19.359921,36.987015,0,36.987015,61.476681,36.987015,61.534458
37.007267,0,37.007267,30.594292,37.007267,30.572178,37.007267,0,37.007267,17.692993,37.007267,17.511921,37.007267,0,37.007267,38.425117,37.007267,38.236216,37.007267,0,37.007267,18.60817,37.007267,18.776706,37.007267,0,37.007267,61.762283,37.007267,61.849354
37.027515,0,37.027515,30.193344,37.027515,30.312623,37.027515,0,37.027515,17.635201,37.027515,17.538712,37.027515,0,37.027515,38.307651,37.027515,38.094244,37.027515,0,37.027515,18.594605,37.027515,18.62349,37.027515,0,37.027515,61.920059,37.027515,61.971046
37.047768,0,37.047768,30.724022,37.047768,30.862244,37.047768,0,37.047768,17.988541,37.047768,18.044769,37.047768,0,37.047768,38.527138,37.047768,38.744483,37.047768,0,37.047768,19.098824,37.047768,19.188072,37.047768,0,37.047768,61.466339,37.047768,61.443367
37.068016,0,37.068016,31.326301,37.068016,31.360707,37.068016,0,37.068016,18.537872,37.068016,18.647305,37.068016,0,37.068016,39.194432,37.068016,39.300732,37.068016,0,37.068016,19.322876,37.068016,19.613163,37.068016,0,37.068016,61.060738,37.068016,61.071758
37.088268,0,37.088268,31.175064,37.088268,31.081486,37.088268,0,37.088268,18.888908,37.088268,18.57761,37.088268,0,37.088268,39.788952,37.088268,39.580543,37.088268,0,37.088268,19.33403,37.088268,19.231106,37.088268,0,37.088268,60.976448,37.088268,61.179867
37.108517,0,37.108517,30.96883,37.108517,30.901501,37.108517,0,37.108517,18.484501,37.108517,18.259731,37.108517,0,37.108517,39.489582,37.108517,39.340133,37.108517,0,37.108517,19.062732,37.108517,18.941356,37.108517,0,37.108517,61.318188,37.108517,61.457287
37.128769,0,37.128769,30.816173,37.128769,30.780316,37.128769,0,37.128769,18.122699,37.128769,18.094967,37.128769,0,37.128769,39.142842,37.128769,39.011513,37.128769,0,37.128769,18.478252,37.128769,18.549847,37.128769,0,37.128769,61.280888,37.128769,61.436687
37.149017,0,37.149017,30.986385,37.149017,30.830707,37.149017,0,37.149017,18.261867,37.149017,18.16241,37.149017,0,37.149017,39.435264,37.149017,39.264274,37.149017,0,37.149017,18.412624,37.149017,18.32735,37.149017,0,37.149017,61.146336,37.149017,61.353886
37.16927,0,37.16927,30.904804,37.16927,30.733578,37.16927,0,37.16927,18.563121,37.16927,18.468929,37.16927,0,37.16927,39.941772,37.16927,39.538476,37.16927,0,37.16927,19.150836,37.16927,19.063114,37.16927,0,37.16927,60.953938,37.16927,61.113964
37.189518,0,37.189518,30.630924,37.189518,30.474857,37.189518,0,37.189518,17.912105,37.189518,17.724323,37.189518,0,37.189518,39.365707,37.189518,38.941196,37.189518,0,37.189518,18.937824,37.189518,18.753559,37.189518,0,37.189518,61.134533,37.189518,61.341084
37.20977,0,37.20977,30.572968,37.20977,30.418163,37.20977,0,37.20977,17.574272,37.20977,17.525349,37.20977,0,37.20977,38.712632,37.20977,38.408322,37.20977,0,37.20977,19.264344,37.20977,19.007679,37.20977,0,37.20977,61.174751,37.20977,61.251087
37.230019,0,37.230019,30.396172,37.230019,30.302918,37.230019,0,37.230019,18.071076,37.230019,18.082955,37.230019,0,37.230019,38.667084,37.230019,38.651879,37.230019,0,37.230019,19.139359,37.230019,19.078209,37.230019,0,37.230019,61.27243,37.230019,61.345184
37.250271,0,37.250271,30.841194,37.250271,30.785904,37.250271,0,37.250271,18.198562,37.250271,17.991257,37.250271,0,37.250271,39.006003,37.250271,38.828774,37.250271,0,37.250271,19.451538,37.250271,19.239823,37.250271,0,37.250271,61.055527,37.250271,61.306976
37.270519,0,37.270519,30.899483,37.270519,30.837753,37.270519,0,37.270519,17.860802,37.270519,17.818817,37.270519,0,37.270519,39.192803,37.270519,39.038471,37.270519,0,37.270519,19.318703,37.270519,19.20372,37.270519,0,37.270519,61.058777,37.270519,61.198479
37.290768,0,37.290768,30.624248,37.290768,30.508259,37.290768,0,37.290768,17.735248,37.290768,17.797154,37.290768,0,37.290768,38.893719,37.290768,38.818846,37.290768,0,37.290768,18.844829,37.290768,18.821636,37.290768,0,37.290768,61.315861,37.290768,61.382244
37.31102,0,37.31102,31.012822,37.31102,30.718762,37.31102,0,37.31102,18.130215,37.31102,18.05595,37.31102,0,37.31102,39.24627,37.31102,38.943591,37.31102,0,37.31102,19.400532,37.31102,19.126263,37.31102,0,37.31102,61.01778,37.31102,61.181919
37.331268,0,37.331268,30.423034,37.331268,30.125301,37.331268,0,37.331268,17.478683,37.331268,17.579288,37.331268,0,37.331268,38.58609,37.331268,38.196918,37.331268,0,37.331268,19.286819,37.331268,19.217838,37.331268,0,37.331268,61.257912,37.331268,61.379826
37.351521,0,37.351521,30.656323,37.351521,30.287231,37.351521,0,37.351521,17.200344,37.351521,17.264053,37.351521,0,37.351521,38.038113,37.351521,37.582138,37.351521,0,37.351521,18.763638,37.351521,18.88182,37.351521,0,37.351521,61.511173,37.351521,61.65033
37.371769,0,37.371769,30.732571,37.371769,30.596073,37.371769,0,37.371769,17.025928,37.371769,17.101925,37.371769,0,37.371769,38.383327,37.371769,37.981945,37.371769,0,37.371769,18.697155,37.371769,18.826313,37.371769,0,37.371769,61.505169,37.371769,61.59811
37.392021,0,37.392021,30.564491,37.392021,30.474087,37.392021,0,37.392021,17.183403,37.392021,17.251034,37.392021,0,37.392021,38.518158,37.392021,38.326146,37.392021,0,37.392021,18.940941,37.392021,18.819874,37.392021,0,37.392021,61.284653,37.392021,61.429668
37.41227,0,37.41227,30.078369,37.41227,30.270652,37.41227,0,37.41227,17.339859,37.41227,17.395919,37.41227,0,37.41227,38.553604,37.41227,38.370246,37.41227,0,37.41227,19.246078,37.41227,19.148925,37.41227,0,37.41227,61.386513,37.41227,61.412415
37.432522,0,37.432522,30.183971,37.432522,30.334903,37.432522,0,37.432522,17.134693,37.432522,17.03693,37.432522,0,37.432522,38.745612,37.432522,38.383763,37.432522,0,37.432522,19.541118,37.432522,19.356067,37.432522,0,37.432522,61.477528,37.432522,61.622967
37.45277,0,37.45277,30.917221,37.45277,31.195607,37.45277,0,37.45277,17.439796,37.45277,17.642315,37.45277,0,37.45277,38.806154,37.45277,38.780461,37.45277,0,37.45277,19.110832,37.45277,19.135167,37.45277,0,37.45277,61.408356,37.45277,61.438419
37.473022,0,37.473022,30.452736,37.473022,30.824612,37.473022,0,37.473022,17.604858,37.473022,17.782925,37.473022,0,37.473022,38.063408,37.473022,38.126446,37.473022,0,37.473022,18.655876,37.473022,18.534687,37.473022,0,37.473022,61.489342,37.473022,61.510822
37.493271,0,37.493271,30.671825,37.493271,30.827656,37.493271,0,37.493271,17.523571,37.493271,17.676586,37.493271,0,37.493271,37.881076,37.493271,37.883068,37.493271,0,37.493271,19.18745,37.493271,19.033443,37.493271,0,37.493271,61.156033,37.493271,61.183758
