Wavenumber[1/cm],120C,110C,100C,90C,80C,70C
4013.622,0.004606,0.376,0.468,0.7039,0.8503,0.9991
4014.104,0.004529,0.376,0.4681,0.7042,0.8507,0.9986
4014.586,0.00437,0.376,0.4682,0.7047,0.8512,0.9982
4015.068,0.00419,0.3759,0.4683,0.7051,0.8517,0.998
4015.55,0.003991,0.37570000000000003,0.4682,0.7054,0.8521,0.9981
4016.032,0.003828,0.3756,0.4681,0.7056,0.8523,0.9984
4016.515,0.003709,0.3756,0.468,0.7057,0.8525,0.9987
4016.997,0.003683,0.3756,0.468,0.7057,0.8524,0.9988
4017.479,0.003715,0.3758,0.46790000000000004,0.7056,0.8523,0.9988
4017.961,0.003797,0.3759,0.468,0.7056,0.8521,0.9986
4018.443,0.003908,0.3761,0.4681,0.7056,0.8519,0.9984
4018.925,0.004022,0.3763,0.4683,0.7057,0.8518,0.9982
4019.407,0.004109,0.3765,0.4684,0.7059,0.8518,0.9982
4019.889,0.004158,0.3766,0.4684,0.7061,0.852,0.9985
4020.371,0.004165,0.37670000000000003,0.4684,0.7064,0.8522,0.9989
4020.854,0.00411,0.37670000000000003,0.4684,0.7067,0.8525,0.9995
4021.336,0.004015,0.37670000000000003,0.4683,0.7069,0.8528,1.0
4021.818,0.003894,0.3766,0.4684,0.707,0.853,1.0
4022.3,0.003781,0.3766,0.46849999999999997,0.7069,0.8531,1.001
4022.782,0.003705,0.3766,0.46859999999999996,0.7067,0.8531,1.0
4023.264,0.003641,0.3766,0.46870000000000006,0.7065,0.853,1.0
4023.746,0.003668,0.37670000000000003,0.46870000000000006,0.7062,0.8529,1.0
4024.228,0.003745,0.3769,0.46859999999999996,0.7059,0.8528,1.0
4024.711,0.003859,0.377,0.4683,0.7058,0.8529,1.0
4025.193,0.003979,0.37720000000000004,0.4681,0.7058,0.8531,1.0
4025.675,0.004074,0.3774,0.46780000000000005,0.7061,0.8533,1.001
4026.157,0.004142,0.3776,0.46759999999999996,0.7064,0.8535,1.001
4026.639,0.004168,0.37770000000000004,0.46759999999999996,0.7068,0.8537,1.001
4027.121,0.00418,0.37770000000000004,0.46759999999999996,0.7073,0.8537,1.001
4027.603,0.004187,0.3778,0.46759999999999996,0.7077,0.8537,1.001
4028.085,0.004193,0.3779,0.46780000000000005,0.7081,0.8537,1.001
4028.567,0.004203,0.378,0.468,0.7085,0.8536,1.001
4029.05,0.004214,0.3781,0.4682,0.7088,0.8536,1.001
4029.532,0.004228,0.37820000000000004,0.4684,0.709,0.8536,1.001
4030.014,0.004232,0.3783,0.46870000000000006,0.7092,0.8538,1.001
4030.496,0.004237,0.3783,0.46890000000000004,0.7094,0.854,1.001
4030.978,0.004214,0.3784,0.4691,0.7095,0.8543,1.001
4031.46,0.004139,0.3784,0.4691,0.7097,0.8547,1.001
4031.942,0.004031,0.3784,0.4691,0.7099,0.8551,1.001
4032.424,0.003851,0.3783,0.46890000000000004,0.7101,0.8556,1.0
4032.906,0.003589,0.3781,0.46859999999999996,0.7102,0.8561,1.001
4033.389,0.003276,0.3778,0.4683,0.7103,0.8565,1.001
4033.871,0.002976,0.3776,0.4681,0.7103,0.857,1.001
4034.353,0.002706,0.3774,0.468,0.7102,0.8573,1.001
4034.835,0.002537,0.3773,0.4681,0.7102,0.8576,1.001
4035.317,0.002509,0.3774,0.4682,0.71,0.8577,1.002
4035.799,0.002585,0.3775,0.4684,0.7098,0.8578,1.002
4036.281,0.002761,0.3778,0.46849999999999997,0.7096,0.8578,1.002
4036.763,0.002991,0.3781,0.46870000000000006,0.7094,0.8578,1.002
4037.246,0.003249,0.3784,0.46870000000000006,0.7092,0.8577,1.002
4037.728,0.003488,0.37870000000000004,0.46870000000000006,0.7091,0.8576,1.002
4038.21,0.003661,0.379,0.46870000000000006,0.7091,0.8574,1.002
4038.692,0.003799,0.37920000000000004,0.46870000000000006,0.7092,0.8572,1.002
4039.174,0.003806,0.3793,0.46880000000000005,0.7094,0.8571,1.002
4039.656,0.003723,0.3793,0.46890000000000004,0.7098,0.857,1.002
4040.138,0.003531,0.37920000000000004,0.46900000000000003,0.7101,0.857,1.003
4040.62,0.003288,0.379,0.4691,0.7103,0.8571,1.003
4041.102,0.003019,0.3788,0.4691,0.7105,0.8573,1.003
4041.585,0.002786,0.37870000000000004,0.46900000000000003,0.7106,0.8576,1.003
4042.067,0.00263,0.3786,0.46890000000000004,0.7106,0.858,1.003
4042.549,0.002551,0.3786,0.46880000000000005,0.7107,0.8584,1.002
4043.031,0.002532,0.3786,0.46859999999999996,0.7108,0.8587,1.002
4043.513,0.00258,0.3788,0.46849999999999997,0.7111,0.8589,1.001
4043.995,0.002672,0.3789,0.46859999999999996,0.7115,0.859,1.001
4044.477,0.002767,0.3791,0.46870000000000006,0.7119,0.859,1.002
4044.959,0.002848,0.3793,0.46880000000000005,0.7122,0.8588,1.002
4045.442,0.002926,0.3794,0.46900000000000003,0.7125,0.8587,1.003
4045.924,0.002974,0.3795,0.4691,0.7126,0.8587,1.003
4046.406,0.002984,0.3796,0.4692,0.7126,0.8587,1.003
4046.888,0.002939,0.37970000000000004,0.4692,0.7124,0.859,1.003
4047.37,0.002837,0.3796,0.4692,0.7122,0.8593,1.003
4047.852,0.002682,0.3796,0.4693,0.7121,0.8596,1.003
4048.334,0.002521,0.3795,0.4693,0.7121,0.8599,1.003
4048.816,0.002398,0.3794,0.4695,0.7121,0.8601,1.003
4049.298,0.002347,0.3794,0.46970000000000006,0.7123,0.8601,1.004
4049.781,0.002453,0.3796,0.46990000000000004,0.7125,0.8603,1.005
4050.263,0.002656,0.3799,0.4701,0.7128,0.8605,1.006
4050.745,0.002911,0.38020000000000004,0.4702,0.7131,0.861,1.006
4051.227,0.003156,0.3806,0.4702,0.7133,0.8615,1.007
4051.709,0.003303,0.3808,0.4701,0.7134,0.8621,1.006
4052.191,0.003322,0.3809,0.47000000000000003,0.7134,0.8625,1.006
4052.673,0.00323,0.3809,0.46980000000000005,0.7133,0.8625,1.005
4053.155,0.003104,0.3808,0.46959999999999996,0.7132,0.8623,1.005
4053.638,0.002968,0.3808,0.4695,0.7131,0.8619,1.005
4054.12,0.002846,0.3807,0.4694,0.7131,0.8615,1.005
4054.602,0.002762,0.3807,0.4694,0.7132,0.8611,1.006
4055.084,0.002707,0.3807,0.4693,0.7134,0.8608,1.006
4055.566,0.002667,0.3808,0.4693,0.7136,0.8608,1.007
4056.048,0.002623,0.3808,0.4692,0.714,0.861,1.007
4056.53,0.002567,0.3808,0.4692,0.7143,0.8612,1.006
4057.012,0.002507,0.3808,0.4692,0.7145,0.8615,1.006
4057.494,0.002454,0.3809,0.4693,0.7148,0.8616,1.005
4057.977,0.002429,0.3809,0.4694,0.7149,0.8617,1.005
4058.459,0.00243,0.381,0.4694,0.7149,0.8618,1.004
4058.941,0.002455,0.3811,0.4694,0.7149,0.8617,1.004
4059.423,0.002499,0.3812,0.4693,0.7149,0.8616,1.004
4059.905,0.002547,0.38130000000000003,0.4692,0.7148,0.8614,1.004
4060.387,0.002589,0.3815,0.4691,0.7147,0.8611,1.004
4060.869,0.002603,0.3816,0.4691,0.7147,0.8609,1.005
4061.351,0.002576,0.3816,0.4692,0.7148,0.8609,1.006
4061.833,0.002493,0.3816,0.4695,0.715,0.8611,1.007
4062.316,0.002352,0.3815,0.46990000000000004,0.7153,0.8615,1.008
4062.798,0.002178,0.3814,0.4703,0.7156,0.8621,1.009
4063.28,0.001985,0.38130000000000003,0.47059999999999996,0.716,0.8627,1.009
4063.762,0.001786,0.3812,0.47080000000000005,0.7164,0.8634,1.009
4064.244,0.001678,0.3812,0.47080000000000005,0.7167,0.864,1.008
4064.726,0.001622,0.3812,0.47069999999999995,0.7169,0.8645,1.008
4065.208,0.001636,0.38130000000000003,0.4705,0.7171,0.8649,1.008
4065.69,0.001742,0.3815,0.4703,0.7169,0.865,1.008
4066.173,0.001881,0.3817,0.4701,0.7165,0.8651,1.008
4066.655,0.002015,0.3819,0.47000000000000003,0.7161,0.8651,1.007
4067.137,0.002126,0.3821,0.46990000000000004,0.7156,0.865,1.007
4067.619,0.002212,0.3822,0.46990000000000004,0.7151,0.8649,1.007
4068.101,0.002259,0.3824,0.46980000000000005,0.7148,0.8647,1.007
4068.583,0.00228,0.3825,0.46970000000000006,0.7147,0.8645,1.007
4069.065,0.002279,0.3825,0.46959999999999996,0.7148,0.8643,1.006
4069.547,0.002251,0.3826,0.4694,0.715,0.8641,1.006
4070.029,0.00221,0.3826,0.4693,0.7153,0.8639,1.007
4070.512,0.002142,0.3826,0.4692,0.7155,0.8639,1.007
4070.994,0.002058,0.3826,0.4692,0.7156,0.864,1.007
4071.476,0.001967,0.3826,0.4693,0.7157,0.8642,1.008
4071.958,0.001872,0.3826,0.4694,0.7159,0.8644,1.008
4072.44,0.001773,0.3826,0.4694,0.716,0.8647,1.009
4072.922,0.00166,0.3826,0.4695,0.7162,0.8649,1.01
4073.404,0.00153,0.3825,0.4695,0.7166,0.8651,1.01
4073.886,0.001383,0.3824,0.46959999999999996,0.7171,0.8653,1.01
4074.369,0.001233,0.3824,0.46959999999999996,0.7176,0.8653,1.01
4074.851,0.001093,0.38230000000000003,0.46970000000000006,0.7179,0.8653,1.01
4075.333,0.000963,0.3822,0.46990000000000004,0.7182,0.8652,1.009
4075.815,0.000848,0.3822,0.4701,0.7182,0.865,1.009
4076.297,0.000738,0.3822,0.4702,0.7181,0.8647,1.009
4076.779,0.000625,0.3821,0.4703,0.7178,0.8645,1.009
4077.261,0.000506,0.3821,0.4703,0.7174,0.8643,1.009
4077.743,0.000399,0.3821,0.4702,0.7172,0.8643,1.01
4078.225,0.000329,0.3821,0.47000000000000003,0.717,0.8645,1.01
4078.708,0.000328,0.3822,0.47000000000000003,0.7171,0.8649,1.01
4079.19,0.000389,0.38230000000000003,0.46990000000000004,0.7172,0.8654,1.011
4079.672,0.000519,0.3825,0.47000000000000003,0.7173,0.8661,1.011
4080.154,0.000668,0.3827,0.4701,0.7175,0.8668,1.01
4080.636,0.000753,0.3829,0.4701,0.7177,0.8673,1.01
4081.118,0.000779,0.383,0.4701,0.7178,0.8678,1.009
4081.6,0.000733,0.383,0.4701,0.718,0.8681,1.009
4082.082,0.000612,0.383,0.47000000000000003,0.7182,0.8683,1.008
4082.565,0.000477,0.3829,0.46990000000000004,0.7184,0.8685,1.008
4083.047,0.000388,0.3829,0.46990000000000004,0.7186,0.8688,1.007
4083.529,0.000366,0.383,0.46990000000000004,0.7188,0.8693,1.008
4084.011,0.00039,0.3831,0.46990000000000004,0.719,0.8698,1.008
4084.493,0.000474,0.3832,0.46990000000000004,0.7192,0.8702,1.008
4084.975,0.000582,0.3834,0.46990000000000004,0.7194,0.8704,1.009
4085.457,0.000714,0.3836,0.46990000000000004,0.7197,0.8703,1.01
4085.939,0.000853,0.38380000000000003,0.47000000000000003,0.72,0.8699,1.011
4086.421,0.001003,0.3841,0.47000000000000003,0.7202,0.8692,1.012
4086.904,0.001149,0.38430000000000003,0.4701,0.7204,0.8684,1.012
4087.386,0.001265,0.3845,0.4701,0.7205,0.8678,1.013
4087.868,0.001335,0.3846,0.4702,0.7206,0.8674,1.013
4088.35,0.001336,0.3847,0.4702,0.7205,0.8673,1.013
4088.832,0.001268,0.3847,0.4702,0.7204,0.8674,1.013
4089.314,0.001083,0.3846,0.4702,0.7202,0.8676,1.012
4089.796,0.000855,0.3845,0.4702,0.72,0.8679,1.012
4090.278,0.000611,0.38430000000000003,0.4702,0.7198,0.8681,1.012
4090.761,0.000412,0.3842,0.4703,0.7197,0.8682,1.011
4091.243,0.000282,0.3841,0.4704,0.7198,0.8683,1.011
4091.725,0.000214,0.3841,0.4705,0.72,0.8683,1.01
4092.207,0.000218,0.3842,0.47059999999999996,0.7203,0.8683,1.01
4092.689,0.000355,0.3844,0.47069999999999995,0.7207,0.8685,1.01
4093.171,0.000522,0.3846,0.47069999999999995,0.7211,0.8687,1.01
4093.653,0.00069,0.38480000000000003,0.47059999999999996,0.7213,0.8692,1.011
4094.135,0.000816,0.385,0.4705,0.7214,0.8698,1.011
4094.617,0.000888,0.3851,0.4704,0.7214,0.8705,1.011
4095.1,0.000882,0.3851,0.4703,0.7214,0.8712,1.012
4095.582,0.000843,0.3851,0.4702,0.7214,0.8719,1.013
4096.064,0.000771,0.3851,0.4702,0.7216,0.8724,1.013
4096.546,0.000701,0.3851,0.4703,0.7219,0.8728,1.014
4097.028,0.000665,0.3851,0.4704,0.7221,0.8729,1.014
4097.51,0.000647,0.3851,0.47059999999999996,0.7224,0.873,1.014
4097.992,0.000702,0.3852,0.47069999999999995,0.7225,0.8727,1.013
4098.474,0.000779,0.38530000000000003,0.47080000000000005,0.7226,0.8724,1.013
4098.956,0.000877,0.3854,0.47080000000000005,0.7226,0.8719,1.012
4099.439,0.000954,0.3856,0.47069999999999995,0.7225,0.8713,1.012
4099.921,0.000985,0.3856,0.47059999999999996,0.7225,0.8708,1.012
4100.403,0.000965,0.3856,0.4704,0.7225,0.8704,1.012
4100.885,0.000832,0.3856,0.4703,0.7226,0.8701,1.012
4101.367,0.000653,0.3854,0.4702,0.7229,0.8701,1.012
4101.849,0.000463,0.38530000000000003,0.4701,0.7232,0.8702,1.012
4102.331,0.000295,0.3851,0.4701,0.7236,0.8703,1.011
4102.813,0.000176,0.3851,0.4701,0.724,0.8706,1.011
4103.296,0.000164,0.3851,0.4702,0.7244,0.8709,1.011
4103.778,0.000279,0.3852,0.4704,0.7245,0.8714,1.011
4104.26,0.00044,0.3854,0.47059999999999996,0.7245,0.8719,1.012
4104.742,0.000653,0.3857,0.47080000000000005,0.7244,0.8726,1.012
4105.224,0.000864,0.3859,0.47100000000000003,0.7243,0.8733,1.013
4105.706,0.001031,0.3862,0.47100000000000003,0.7243,0.874,1.014
4106.188,0.001137,0.38630000000000003,0.4711,0.7244,0.8745,1.014
4106.67,0.001224,0.3864,0.4711,0.7246,0.8749,1.014
4107.152,0.001244,0.3865,0.4711,0.725,0.8751,1.014
4107.635,0.001259,0.3865,0.4712,0.7253,0.8753,1.014
4108.117,0.00125,0.3866,0.4712,0.7255,0.8754,1.014
4108.599,0.001228,0.3866,0.4712,0.7257,0.8754,1.014
4109.081,0.001196,0.3866,0.4712,0.7259,0.8755,1.014
4109.563,0.001147,0.3866,0.4712,0.726,0.8753,1.014
4110.045,0.001092,0.3866,0.4712,0.7261,0.8749,1.015
4110.527,0.001038,0.3866,0.4712,0.7263,0.8746,1.015
4111.009,0.000989,0.3866,0.4713,0.7264,0.8743,1.016
4111.492,0.000946,0.3866,0.4713,0.7264,0.8741,1.016
4111.974,0.000915,0.3866,0.4715,0.7263,0.8743,1.016
4112.456,0.000896,0.3866,0.47159999999999996,0.7261,0.8746,1.016
4112.938,0.000895,0.3866,0.47159999999999996,0.7258,0.8752,1.015
4113.42,0.000907,0.3867,0.47169999999999995,0.7254,0.8757,1.014
4113.902,0.000922,0.3867,0.47159999999999996,0.7251,0.876,1.014
4114.384,0.000914,0.38680000000000003,0.4714,0.7251,0.8757,1.014
4114.866,0.000883,0.38680000000000003,0.4712,0.7252,0.8753,1.014
4115.348,0.000828,0.38680000000000003,0.47100000000000003,0.7255,0.8747,1.014
4115.831,0.000756,0.3867,0.47080000000000005,0.7257,0.8743,1.015
4116.313,0.000678,0.3867,0.4705,0.726,0.874,1.015
4116.795,0.000655,0.3867,0.4704,0.7262,0.8741,1.015
4117.277,0.000675,0.38680000000000003,0.4704,0.7262,0.8743,1.015
4117.759,0.000746,0.3869,0.4704,0.7262,0.8746,1.015
4118.241,0.000892,0.3871,0.4705,0.7262,0.8749,1.015
4118.723,0.001069,0.38730000000000003,0.47059999999999996,0.7262,0.8751,1.015
4119.205,0.001213,0.3875,0.47080000000000005,0.7263,0.8754,1.015
4119.688,0.00132,0.3876,0.47100000000000003,0.7265,0.8757,1.016
4120.17,0.001354,0.3877,0.4712,0.7267,0.8762,1.016
4120.652,0.001294,0.3877,0.4713,0.727,0.8766,1.017
4121.134,0.001201,0.3876,0.4714,0.7272,0.8771,1.018
4121.616,0.001077,0.3875,0.47159999999999996,0.7273,0.8775,1.018
4122.098,0.000969,0.3875,0.47169999999999995,0.7272,0.8774,1.018
4122.58,0.0009,0.3874,0.47190000000000004,0.7271,0.877,1.018
4123.062,0.000852,0.3874,0.4721,0.7269,0.8765,1.017
4123.544,0.000819,0.3874,0.4722,0.7267,0.8758,1.017
4124.027,0.000781,0.3874,0.4722,0.7265,0.8752,1.017
4124.509,0.000725,0.3874,0.4721,0.7264,0.8748,1.017
4124.991,0.000654,0.3874,0.47190000000000004,0.7265,0.8746,1.017
4125.473,0.000588,0.3874,0.47159999999999996,0.7267,0.8747,1.017
4125.955,0.00056,0.3874,0.4713,0.7268,0.8749,1.017
4126.437,0.000587,0.3875,0.47100000000000003,0.727,0.8752,1.017
4126.919,0.000672,0.3876,0.47069999999999995,0.7271,0.8755,1.017
4127.401,0.000801,0.3877,0.4705,0.7272,0.8758,1.017
4127.883,0.000982,0.388,0.4705,0.7273,0.876,1.018
4128.366,0.001153,0.3882,0.4705,0.7275,0.8762,1.018
4128.848,0.001268,0.38830000000000003,0.4705,0.7278,0.8765,1.018
4129.33,0.001311,0.3884,0.47059999999999996,0.7282,0.8769,1.018
4129.812,0.001321,0.3885,0.47080000000000005,0.7286,0.8774,1.018
4130.294,0.001296,0.3885,0.47100000000000003,0.729,0.8779,1.018
4130.776,0.001251,0.3885,0.4713,0.7294,0.8784,1.017
4131.258,0.001211,0.3885,0.47159999999999996,0.7296,0.8789,1.018
4131.74,0.001187,0.3885,0.47200000000000003,0.7296,0.8791,1.018
4132.223,0.001169,0.3885,0.4723,0.7295,0.8792,1.018
4132.705,0.001137,0.3885,0.4723,0.7293,0.8792,1.019
4133.187,0.001091,0.3885,0.4723,0.7292,0.8791,1.019
4133.669,0.001035,0.3885,0.4721,0.7291,0.879,1.019
4134.151,0.000988,0.3885,0.47190000000000004,0.7291,0.879,1.019
4134.633,0.000942,0.3885,0.47180000000000005,0.7292,0.8789,1.018
4135.115,0.000946,0.3885,0.47180000000000005,0.7293,0.8789,1.018
4135.597,0.000973,0.3886,0.47180000000000005,0.7293,0.8789,1.017
4136.079,0.00102,0.3887,0.47200000000000003,0.7292,0.879,1.017
4136.562,0.001068,0.38880000000000003,0.4722,0.7291,0.8793,1.017
4137.044,0.001098,0.3889,0.4723,0.729,0.8797,1.017
4137.526,0.001104,0.3889,0.4723,0.729,0.8803,1.017
4138.008,0.00109,0.3889,0.4722,0.7291,0.8809,1.018
4138.49,0.001067,0.3889,0.47200000000000003,0.7294,0.8813,1.018
4138.972,0.001049,0.389,0.47169999999999995,0.7298,0.8816,1.018
4139.454,0.001071,0.389,0.4715,0.7302,0.8812,1.018
4139.936,0.001114,0.3891,0.4713,0.7306,0.8807,1.019
4140.419,0.001177,0.3892,0.4711,0.7309,0.8799,1.019
4140.901,0.001238,0.38930000000000003,0.4711,0.7311,0.8791,1.019
4141.383,0.001256,0.3894,0.4712,0.7313,0.8786,1.019
4141.865,0.001238,0.3894,0.4713,0.7315,0.8784,1.019
4142.347,0.001184,0.3894,0.4715,0.7318,0.8784,1.019
4142.829,0.001125,0.3894,0.47169999999999995,0.732,0.8789,1.019
4143.311,0.001093,0.3894,0.47200000000000003,0.7322,0.8794,1.018
4143.793,0.001124,0.3895,0.4722,0.7324,0.8801,1.018
4144.275,0.001215,0.3896,0.4723,0.7325,0.8807,1.018
4144.758,0.001374,0.38980000000000004,0.4724,0.7325,0.8813,1.018
4145.24,0.00157,0.39,0.4723,0.7324,0.8817,1.019
4145.722,0.001746,0.3902,0.4722,0.7324,0.8819,1.019
4146.204,0.001853,0.3904,0.47200000000000003,0.7323,0.8819,1.019
4146.686,0.00192,0.3905,0.47169999999999995,0.7322,0.8817,1.018
4147.168,0.00194,0.3906,0.4715,0.7322,0.8814,1.018
4147.65,0.001907,0.3906,0.4714,0.7322,0.8811,1.018
4148.132,0.001859,0.3906,0.4713,0.7322,0.8808,1.017
4148.615,0.001773,0.3905,0.4714,0.7324,0.8806,1.017
4149.097,0.001657,0.3904,0.4714,0.7327,0.8806,1.017
4149.579,0.001524,0.39030000000000004,0.4715,0.733,0.8807,1.018
4150.061,0.001381,0.3902,0.47159999999999996,0.7332,0.8808,1.019
4150.543,0.001267,0.3902,0.47159999999999996,0.7334,0.8811,1.019
4151.025,0.001213,0.3902,0.47159999999999996,0.7334,0.8814,1.02
4151.507,0.001218,0.3902,0.47169999999999995,0.7333,0.8817,1.02
4151.989,0.001319,0.39030000000000004,0.47169999999999995,0.7331,0.8821,1.02
4152.471,0.001457,0.3905,0.47180000000000005,0.7328,0.8824,1.02
4152.954,0.001619,0.3907,0.47190000000000004,0.7326,0.8827,1.019
4153.436,0.001771,0.3909,0.47200000000000003,0.7324,0.883,1.018
4153.918,0.001886,0.3911,0.4721,0.7323,0.8832,1.018
4154.4,0.001968,0.3912,0.4721,0.7324,0.8834,1.018
4154.882,0.00198,0.3912,0.4721,0.7325,0.8835,1.018
4155.364,0.001957,0.39130000000000004,0.4721,0.7328,0.8837,1.019
4155.846,0.001915,0.39130000000000004,0.4721,0.733,0.8839,1.02
4156.328,0.001812,0.3912,0.4721,0.7332,0.8841,1.021
4156.81,0.00166,0.3911,0.4722,0.7332,0.8841,1.021
4157.293,0.001467,0.3909,0.4722,0.7331,0.8839,1.022
4157.775,0.001282,0.39080000000000004,0.4723,0.7328,0.8835,1.022
4158.257,0.001116,0.3907,0.4724,0.7325,0.883,1.022
4158.739,0.001019,0.3906,0.4725,0.7324,0.8825,1.022
4159.221,0.000977,0.3906,0.47269999999999995,0.7323,0.8821,1.022
4159.703,0.001057,0.3907,0.47280000000000005,0.7325,0.8819,1.022
4160.185,0.001199,0.3909,0.47280000000000005,0.7328,0.8821,1.022
4160.667,0.001357,0.3911,0.47280000000000005,0.7332,0.8823,1.021
4161.15,0.001556,0.3914,0.47259999999999996,0.7335,0.883,1.02
4161.632,0.001746,0.3916,0.4724,0.7337,0.8838,1.019
4162.114,0.00187,0.39180000000000004,0.4722,0.7337,0.8845,1.019
4162.596,0.001924,0.39180000000000004,0.47200000000000003,0.7336,0.885,1.019
4163.078,0.001927,0.3919,0.47180000000000005,0.7336,0.8852,1.019
4163.56,0.001871,0.3919,0.47180000000000005,0.7338,0.8852,1.019
4164.042,0.001765,0.39180000000000004,0.47180000000000005,0.734,0.885,1.019
4164.524,0.001622,0.3917,0.47180000000000005,0.7344,0.8846,1.02
4165.006,0.001476,0.3916,0.47200000000000003,0.7349,0.8842,1.02
4165.489,0.001377,0.3915,0.4722,0.7355,0.8838,1.021
4165.971,0.001335,0.3915,0.4725,0.7359,0.8837,1.021
4166.453,0.001383,0.3916,0.47280000000000005,0.7362,0.8837,1.021
4166.935,0.001482,0.39180000000000004,0.47300000000000003,0.7363,0.8839,1.022
4167.417,0.001607,0.3919,0.4732,0.7362,0.8843,1.022
4167.899,0.001724,0.3921,0.4734,0.736,0.8847,1.023
4168.381,0.001731,0.3921,0.4733,0.7356,0.8852,1.024
4168.863,0.001691,0.3921,0.4733,0.7353,0.8856,1.024
4169.346,0.001595,0.3921,0.4732,0.735,0.8859,1.025
4169.828,0.00148,0.392,0.4731,0.7349,0.886,1.025
4170.31,0.001377,0.392,0.4731,0.7348,0.886,1.024
4170.792,0.001387,0.392,0.4731,0.735,0.8859,1.023
4171.274,0.001435,0.3921,0.4731,0.7352,0.8858,1.022
4171.756,0.001539,0.3922,0.4731,0.7355,0.8858,1.022
4172.238,0.001683,0.3924,0.4731,0.7359,0.886,1.022
4172.72,0.001827,0.3926,0.47300000000000003,0.7362,0.8863,1.022
4173.202,0.001941,0.3928,0.47280000000000005,0.7364,0.8868,1.022
4173.685,0.00202,0.3929,0.4725,0.7365,0.8872,1.023
4174.167,0.002065,0.393,0.4723,0.7364,0.8876,1.024
4174.649,0.002041,0.393,0.47200000000000003,0.7362,0.8877,1.025
4175.131,0.001988,0.393,0.47169999999999995,0.736,0.8877,1.025
4175.613,0.001886,0.3929,0.4715,0.7358,0.8874,1.025
4176.095,0.00177,0.3928,0.4714,0.7359,0.8871,1.024
4176.577,0.001651,0.3928,0.4713,0.7361,0.8869,1.022
4177.059,0.001525,0.3927,0.4714,0.7364,0.8868,1.021
4177.542,0.001404,0.3926,0.47159999999999996,0.7369,0.887,1.02
4178.024,0.001321,0.3926,0.47169999999999995,0.7374,0.8873,1.02
4178.506,0.001259,0.3925,0.47190000000000004,0.7378,0.8876,1.02
4178.988,0.001254,0.3926,0.47190000000000004,0.738,0.8879,1.021
4179.47,0.001273,0.3926,0.47180000000000005,0.7381,0.888,1.022
4179.952,0.001319,0.3927,0.47169999999999995,0.7382,0.8878,1.023
4180.434,0.001377,0.3928,0.47159999999999996,0.7381,0.8875,1.024
4180.916,0.001436,0.3929,0.4715,0.7381,0.887,1.024
4181.398,0.00149,0.393,0.4715,0.738,0.8864,1.024
4181.881,0.001537,0.3931,0.47159999999999996,0.7379,0.8859,1.023
4182.363,0.001577,0.3932,0.47169999999999995,0.7379,0.8856,1.023
4182.845,0.001613,0.3933,0.47180000000000005,0.7378,0.8855,1.022
4183.327,0.001632,0.3933,0.47200000000000003,0.7378,0.8858,1.022
4183.809,0.00163,0.3934,0.4721,0.738,0.8863,1.022
4184.291,0.001591,0.3934,0.4723,0.7382,0.8871,1.022
4184.773,0.001527,0.3933,0.4725,0.7386,0.888,1.022
4185.255,0.001453,0.3933,0.47269999999999995,0.739,0.8889,1.022
4185.737,0.001408,0.3933,0.47280000000000005,0.7394,0.8898,1.022
4186.22,0.001387,0.3933,0.47300000000000003,0.7398,0.8906,1.023
4186.702,0.001473,0.3934,0.47290000000000004,0.7398,0.891,1.023
4187.184,0.001588,0.3936,0.47280000000000005,0.7398,0.8914,1.023
4187.666,0.001731,0.3938,0.4725,0.7397,0.8917,1.024
4188.148,0.00184,0.39390000000000003,0.4722,0.7395,0.8917,1.024
4188.63,0.001898,0.394,0.47190000000000004,0.7394,0.8916,1.025
4189.112,0.001871,0.394,0.47169999999999995,0.7394,0.8913,1.025
4189.594,0.001784,0.394,0.47159999999999996,0.7395,0.8909,1.025
4190.077,0.001688,0.39390000000000003,0.47159999999999996,0.7397,0.8904,1.024
4190.559,0.001635,0.39390000000000003,0.47169999999999995,0.7398,0.8898,1.023
4191.041,0.001643,0.394,0.47180000000000005,0.7398,0.8891,1.023
4191.523,0.001703,0.3941,0.47200000000000003,0.7397,0.8885,1.023
4192.005,0.00182,0.3942,0.4722,0.7395,0.8879,1.022
4192.487,0.001978,0.39440000000000003,0.4723,0.7392,0.8873,1.023
4192.969,0.002092,0.3946,0.4724,0.7389,0.8868,1.023
4193.451,0.00212,0.3947,0.4725,0.7387,0.8866,1.024
4193.933,0.002046,0.3946,0.4725,0.7388,0.8867,1.024
4194.416,0.001916,0.3945,0.47259999999999996,0.7389,0.887,1.025
4194.898,0.001726,0.39440000000000003,0.47269999999999995,0.7394,0.8876,1.025
4195.38,0.001542,0.3943,0.47280000000000005,0.7399,0.8884,1.025
4195.862,0.001396,0.3941,0.47300000000000003,0.7406,0.8892,1.025
4196.344,0.001296,0.3941,0.4731,0.7413,0.8899,1.025
4196.826,0.001254,0.3941,0.4732,0.7419,0.8905,1.026
4197.308,0.001237,0.3941,0.4732,0.7425,0.8908,1.026
4197.79,0.001217,0.3941,0.4731,0.7429,0.8909,1.026
4198.273,0.001185,0.3941,0.47300000000000003,0.7432,0.8908,1.025
4198.755,0.001142,0.3941,0.47280000000000005,0.7432,0.8908,1.025
4199.237,0.001103,0.3941,0.47259999999999996,0.7429,0.8907,1.024
4199.719,0.001079,0.3942,0.4724,0.7424,0.8908,1.024
