xc,xoop,xip,ip,oop,complete
11.16709,11.16709,4.893167,88.174845,79.122555,81.923329
11.219641,11.219641,4.9161935,88.67329,80.171695,77.8962485
11.272192,11.272192,4.93922,88.69854,78.973965,71.759605
11.324743,11.324743,4.9622469,90.993385,76.091185,68.731374
11.377295,11.377295,4.9852734,92.68276,76.3422,63.747943
11.429845,11.429845,5.0083003,94.035315,91.917324,60.7904765
11.482396,11.482396,5.0313268,92.94257,90.377925,57.9305675
11.534947,11.534947,5.0543537,89.52156,75.034473,55.968529
11.587499,11.587499,5.0773802,88.2970350000001,72.589911,55.2114755
11.640049,11.640049,5.1004066,88.06625,72.252987,54.866384
11.6926,11.6926,5.1234336,86.60097,70.662754,54.4715205
11.745152,11.745152,5.1464601,86.0717950000001,71.4810500000001,54.3817855
11.797702,11.797702,5.169487,86.230505,72.468182,55.2422785
11.850253,11.850253,5.1925135,89.7093100000001,72.5445565,54.2968505
11.902804,11.902804,5.2155404,88.4778400000001,70.106162,53.6050585
11.955356,11.955356,5.2385669,85.022355,72.6502745,54.365771
12.007906,12.007906,5.2615933,82.1191400000001,74.6839645,54.8858315
12.060457,12.060457,5.2846203,84.103885,73.830041,54.408294
12.113008,12.113008,5.3076468,84.873025,74.225349,54.701588
12.16556,12.16556,5.3306737,85.6124150000001,73.3544915,55.0328215
12.21811,12.21811,5.3537002,84.342425,76.767467,54.6972745
12.270661,12.270661,5.3767271,83.3616,77.090373,54.5183345
12.323213,12.323213,5.3997536,81.3494750000001,74.991006,54.611441
12.375764,12.375764,5.42278,83.3845900000001,77.533803,54.0272355
12.428314,12.428314,5.445807,83.2952200000001,77.395142,54.4384725
12.480865,12.480865,5.4688334,82.21425,76.108752,54.336651
12.533417,12.533417,5.4918604,83.22337,77.785964,53.9167925
12.585967,12.585967,5.5148869,83.4571150000001,79.566451,54.01725
12.638518,12.638518,5.5379133,82.8970250000001,78.99384,54.423843
12.69107,12.69107,5.5609403,83.5743950000001,78.676927,54.457416
12.743621,12.743621,5.5839667,83.424205,78.9762775,54.8044315
12.796171,12.796171,5.6069937,83.3061900000001,82.3741285,55.0458875
12.848722,12.848722,5.6300201,81.544695,82.606012,55.435036
12.901274,12.901274,5.6530471,78.2090700000001,82.611016,55.018668
12.953825,12.953825,5.6760736,77.09003,81.0134645,55.0412775
13.006375,13.006375,5.6991,78.74475,79.846889,55.525609
13.058927,13.058927,5.722127,77.9817,80.141701,56.3712595
13.111478,13.111478,5.7451534,80.112305,80.832436,58.061739
13.164028,13.164028,5.7681804,80.95909,83.1553555,64.9027305
13.216579,13.216579,5.7912068,80.7710999999999,84.8126765,67.090038
13.269131,13.269131,5.8142338,80.834225,89.9224930000001,73.18673
13.321682,13.321682,5.8372602,78.021275,103.1550005,80.9770875
13.374232,13.374232,5.8602867,75.46405,107.7814375,93.2577615
13.426784,13.426784,5.8833137,76.84346,122.992338,99.5028440000001
13.479335,13.479335,5.9063401,78.421515,159.6025235,104.433272
13.531886,13.531886,5.9293671,78.17965,157.079485,108.924787
13.584436,13.584436,5.9523935,78.4128,145.7516555,94.6135575
13.636988,13.636988,5.97542,79.22666,132.4863835,84.1360515
13.689539,13.689539,5.9984469,76.787645,132.081635,81.168403
13.74209,13.74209,6.0214734,74.686905,196.182517,81.9019475
13.794641,13.794641,6.0445004,75.0547750000001,178.8012365,74.4567495
13.847192,13.847192,6.0675268,75.9720900000001,132.219227,68.852931
13.899743,13.899743,6.0905538,77.359615,120.7413435,64.8363385
13.952293,13.952293,6.1135802,76.814585,106.6102695,62.5268645
14.004845,14.004845,6.1366067,73.932955,104.6239725,62.311265
14.057396,14.057396,6.1596336,71.92322,96.3188645,60.8599135
14.109947,14.109947,6.1826601,72.48677,88.603605,57.4250315
14.162498,14.162498,6.205687,73.1970050000001,79.349848,55.4796175
14.215049,14.215049,6.2287135,72.236825,75.7326555,54.5387315
14.2676,14.2676,6.2517405,69.650145,72.835711,54.575032
14.320151,14.320151,6.2747669,69.632245,73.8787665,54.130837
14.372702,14.372702,6.2977934,70.4179,73.850556,53.716887
14.425253,14.425253,6.3208203,74.517335,73.8951355,53.840966
14.477804,14.477804,6.3438468,75.407715,72.2041815,53.67867
14.530354,14.530354,6.3668737,71.6049700000001,72.923332,53.242835
14.582906,14.582906,6.3899002,70.404205,73.482692,53.1803655
14.635457,14.635457,6.4129267,71.8633550000001,71.5821865,53.2676935
14.688008,14.688008,6.4359536,72.348415,71.693491,53.283842
14.740559,14.740559,6.4589801,71.799185,70.648077,52.829027
14.79311,14.79311,6.482007,70.544775,69.5976525,52.4767285
14.845661,14.845661,6.5050335,68.142885,70.049314,52.4613615
14.898212,14.898212,6.5280604,69.596345,69.376585,52.4389845
14.950763,14.950763,6.5510869,69.9968200000001,68.5346215,52.315041
15.003314,15.003314,6.5741134,70.513645,70.517223,52.5035055
15.055865,15.055865,6.5971403,69.779465,72.0099375,52.03006
15.108417,15.108417,6.6201668,71.8958650000001,71.648601,51.720945
15.160967,15.160967,6.6431937,74.24485,67.8933075,51.5072355
15.213518,15.213518,6.6662202,74.11604,67.8730305,51.4893625
15.266069,15.266069,6.6892471,71.70814,68.456061,51.7813895
15.31862,15.31862,6.7122736,69.95988,68.203761,52.1541125
15.371171,15.371171,6.7353001,68.490065,68.1178745,52.475007
15.423722,15.423722,6.758327,69.342735,65.847094,53.130624
15.476274,15.476274,6.7813535,68.77765,65.7385775,53.047771
15.528824,15.528824,6.8043804,68.345565,65.3459,53.3528735
15.581375,15.581375,6.8274069,69.757675,64.722427,53.285845
15.633926,15.633926,6.8504338,67.9052,61.8434645,53.6107095
15.686478,15.686478,6.8734603,66.82577,62.205258,53.690061
15.739028,15.739028,6.8964868,66.0248,63.6461675,54.6067665
15.791579,15.791579,6.9195137,66.9424100000001,60.5048105,57.579073
